pairid,argid,propid_to,propid_from,text_to,text_from,relation,normarg_nneu2_4_0,normarg_nneu2_4_1,normarg_nneu2_4_2,normarg_nneu2_4_3
00055_13#00055_13_1,00055,00055_13,00055_13_1,Iraq should be partitioned into three autonomous sectarian regions.,The Shiite Islamist leader Abdul Aziz al-Hakim,1,0.09492387940306367,0.4065869254203068,0.03253795627205289,0.4185171410669922
00055_13#00055_13_2,00055,00055_13,00055_13_2,Iraq should be partitioned into three autonomous sectarian regions.,Many Shias would reject a US partition plan as an imperialist divide-and-conquer strategy:,-1,0.008213590008139303,0.21514534227569448,0.0395577218959378,0.7349974421360195
00055_13#00055_13_3,00055,00055_13,00055_13_3,Iraq should be partitioned into three autonomous sectarian regions.,Shias see a partition plan as a means of constraining the Sunnis:,1,0.04368053559519587,0.2954792224122509,0.018768100526468445,0.6606697800067063
00055_13#00055_13_5,00055,00055_13,00055_13_5,Iraq should be partitioned into three autonomous sectarian regions.,Shiite leaders opposing any partition plan:,-1,0.07212892257572359,0.34250209638815055,0.11931800315734521,0.4869315912573604
00055_13#00055_13_6,00055,00055_13,00055_13_6,Iraq should be partitioned into three autonomous sectarian regions.,"""The Supreme Council for Islamic Revolution in Iraq (SCIRI), a Shia party, advocate a southern federal region.""",1,0.24523879011059846,0.6789256543082979,0.04538365737728715,0.25646903120742415
00055_13#00055_13_7,00055,00055_13,00055_13_7,Iraq should be partitioned into three autonomous sectarian regions.,A substantial body of Shiites are committed to Iraqi Unity:,-1,0.0638759001026207,0.653861790779183,0.01656766284527625,0.2962322101971718
00055_13#00055_13_8,00055,00055_13,00055_13_8,Iraq should be partitioned into three autonomous sectarian regions.,Iraq Overall:,-1,0.25057549634181264,0.6886690400488151,0.05921768223163058,0.2214979268387669
00055_14#00055_14_1,00055,00055_14,00055_14_1,Iraq should be partitioned into three autonomous sectarian regions.,Claim that Arab Sunni Iraqis strongly reject the federalism envisioned by the Kurds:,-1,0.10427147222246207,0.3065880325662018,0.07178837799092427,0.5657316557224747
00055_14#00055_14_2,00055,00055_14,00055_14_2,Iraq should be partitioned into three autonomous sectarian regions.,Claim that Sunnis fear being isolated from Iraqs oil resources:,-1,0.07957262577941134,0.3015711597905606,0.03388292778844165,0.5847545067490018
00055_14#00055_14_3,00055,00055_14,00055_14_3,Iraq should be partitioned into three autonomous sectarian regions.,"Claim that Sunnis may have the most to gain from a partitioning of Iraq, giving them reasons to change their general position to support for a partition plan:",1,0.14864743560458368,0.37439208455302575,0.017855786434674673,0.46888045413225676
00081_5#00081_5_1,00081,00081_5,00081_5_1,Women should breastfeed in public. It should be legal and protected.,If breastfeeders must cover; meateaters should eat under table,1,0.7722799391653065,0.0004923905200492154,0.1479407733380196,0.0004253463386924397
00081_5#00081_5_2,00081,00081_5,00081_5_2,Women should breastfeed in public. It should be legal and protected.,Breastfeeding is a privilege.,1,0.13947705164470875,0.43589216451832324,0.02518898451315069,0.5060842735869903
00081_5#00081_5_3,00081,00081_5,00081_5_3,Women should breastfeed in public. It should be legal and protected.,Those offended by breastfeeding should tolerate it.,1,0.7462924981943111,0.0008397450432944169,0.17137527401984648,0.00047835108762092626
00171_4#00171_4_1,00171,00171_4,00171_4_1,The Palestinians do have the right to return.,The right of return is internationally recognized,1,0.1043679521039278,0.5104314854208266,0.06347836856724799,0.3914871975289476
00171_4#00171_4_2,00171,00171_4,00171_4_2,The Palestinians do have the right to return.,More of a right to leave than right to return.,-1,0.06332247054559087,0.4463643554009199,0.08675412374044002,0.404925969371272
00171_4#00171_4_3,00171,00171_4,00171_4_3,The Palestinians do have the right to return.,Jews expelled from Arab countries have no right of return.,-1,0.35355968106002733,0.34764052330836226,0.11999047825523737,0.19418038134211574
00171_4#00171_4_4,00171,00171_4,00171_4_4,The Palestinians do have the right to return.,"Palestinians maybe ""should"" be allowed to return, but have no ""right""",-1,0.22981182382892973,0.09316099970541732,0.5466766188590215,0.08797428580504098
00171_4#00171_4_5,00171,00171_4,00171_4_5,The Palestinians do have the right to return.,"Palestinians were forced to leave, have a right to return.",1,0.25156567319285256,0.05421086081133989,0.17792160151457043,0.06412073391424293
00171_4#00171_4_6,00171,00171_4,00171_4_6,The Palestinians do have the right to return.,"Right of return jeopardizes Israeli welfare, so invalid",-1,0.06784704103486011,0.5671977760360102,0.029587571234354085,0.29876714616392586
00171_4#00171_4_7,00171,00171_4,00171_4_7,The Palestinians do have the right to return.,Right of return based on claim of unprovoked victimhood.,-1,0.16333019065196758,0.4526884111959693,0.10718973904305604,0.41538097821349274
00171_4#00171_4_8,00171,00171_4,00171_4_8,The Palestinians do have the right to return.,"Palestinians never citizens of Israel, no right to return.",-1,0.3113961179685378,0.4109947628123287,0.17445302973808124,0.27092886151386675
00184_3#00184_3_1,00184,00184_3,00184_3_1,Catholic priests still should be required to take a vow of celibacy.,Celibate priests avoid being torn between God and family,-1,0.09610767727220314,0.5606588147833336,0.16693647957730465,0.33524940854330926
00184_3#00184_3_10,00184,00184_3,00184_3_10,Catholic priests still should be required to take a vow of celibacy.,Marriage/sex are sacred; priests should be allowed to marry,1,0.5407562675667372,0.0003483050548232873,0.3538623762601833,0.00033507018918716504
00184_3#00184_3_2,00184,00184_3,00184_3_2,Catholic priests still should be required to take a vow of celibacy.,Marriage and family do not distract from priesthood.,1,0.055350482440629706,0.4184999793334624,0.04906451506202734,0.4594384809762431
00184_3#00184_3_3,00184,00184_3,00184_3_3,Catholic priests still should be required to take a vow of celibacy.,Married priests could better consult married churchgoers,1,0.1907111856475484,0.5388664835380722,0.11905695305852278,0.3559071527779647
00184_3#00184_3_4,00184,00184_3,00184_3_4,Catholic priests still should be required to take a vow of celibacy.,Statements that Catholic priests should be allowed to marry,1,0.32230329055421025,0.20025995446654554,0.3023490721565173,0.20332839012650478
00184_3#00184_3_9,00184,00184_3,00184_3_9,Catholic priests still should be required to take a vow of celibacy.,Celibacy forces priests to live lonely life; bad for Church.,1,0.04153320798911595,0.4100077308638958,0.03615868498417961,0.5175788167787923
00211_8#00211_8_12,00211,00211_8,00211_8_12,The US federal government should increase the minimum wage.,"""President Bush signaled readiness last week to consider some Democratic priorities such as a minimum-wage increase"".",1,0.1943008471380375,0.7127367617713776,0.02646570830467743,0.222229949235874
00211_8#00211_8_14,00211,00211_8,00211_8_14,The US federal government should increase the minimum wage.,Senator Rick Santorum (R-PA),1,0.14569705861332047,0.17388965105457937,0.01761701561141779,0.06387822417672062
00211_8#00211_8_2,00211,00211_8,00211_8_2,The US federal government should increase the minimum wage.,Sen. Edward Kennedy,1,0.36943311433811016,0.3573205645671644,0.07266065882774754,0.15001278246464428
00211_8#00211_8_3,00211,00211_8,00211_8_3,The US federal government should increase the minimum wage.,Democrats tend to support raising the minimum wage and are making it majority legislative priority for the 110th Congress:,1,0.21268076131685754,0.7057801179713359,0.024844673645962406,0.16071688816067892
00211_8#00211_8_4,00211,00211_8,00211_8_4,The US federal government should increase the minimum wage.,Assistant Majority Leader Dick Durbin:,1,0.0323558818421767,0.07606032671021051,0.006139616726106284,0.04515354536689803
00211_8#00211_8_6,00211,00211_8,00211_8_6,The US federal government should increase the minimum wage.,Nancy Pelosi - 110th Congress House Speaker,1,0.010649946286849891,0.02622577685510926,0.003494402764470856,0.011844384311414146
00211_8#00211_8_7,00211,00211_8,00211_8_7,The US federal government should increase the minimum wage.,Republicans tend to oppose raising the minimum wage:,-1,0.0386458776076586,0.47170982984418497,0.09029443255922642,0.42427864729769527
00233_1#00233_1_2,00233,00233_1,00233_1_2,Aboriginals should be treated differently under the law.,"Cultures, including aboriginal traditions, evolve and morph through time and the interaction with other cultures:",-1,0.0485428718199894,0.40313247117657974,0.06193006948900233,0.469761819090266
00233_1#00233_1_4,00233,00233_1,00233_1_4,Aboriginals should be treated differently under the law.,The treaties were made by a colonial power in a different age and time:,-1,0.0455867415417458,0.42356116954280976,0.028826264878845043,0.48520475151965403
00233_1#00233_1_5,00233,00233_1,00233_1_5,Aboriginals should be treated differently under the law.,Aboriginal culture will be lost if modern governments do not help to protect it:,1,0.06757297676812463,0.3849825838663828,0.10541022643377819,0.5742248808101224
00233_1#00233_1_6,00233,00233_1,00233_1_6,Aboriginals should be treated differently under the law.,Aboriginals deserve differential treatment as compensation for violated treaties:,1,0.5168215468958565,0.006192116574164312,0.26662724125545306,0.009776566502694518
00280_3#00280_3_1,00280,00280_3,00280_3_1,Men found guilty of sex crimes should be chemically castrated.,"Any attempt to ""help"" offender may be soft on him.",-1,0.012832034433526178,0.5759918584363122,0.023027379963451722,0.35118400438978203
00280_3#00280_3_2,00280,00280_3,00280_3_2,Men found guilty of sex crimes should be chemically castrated.,Castration exposes sex offenders to side effects,-1,0.020107188272409017,0.36928549640281194,0.012213251197430518,0.5704347495001081
00280_3#00280_3_3,00280,00280_3,00280_3_3,Men found guilty of sex crimes should be chemically castrated.,"Do those that can""t stand side-effects go back to jail.",-1,0.08581187017975642,0.2551666230046293,0.08362993013700448,0.26794568795377927
00280_3#00280_3_4,00280,00280_3,00280_3_4,Men found guilty of sex crimes should be chemically castrated.,Castration is a humane alternative to life-long imprisonment.,1,0.05930887966537168,0.6892913718415131,0.019676442387550168,0.2633408184369832
00280_3#00280_3_5,00280,00280_3,00280_3_5,Men found guilty of sex crimes should be chemically castrated.,Castrating sex offenders less effective than psychotheraphy.,-1,0.019886553288986572,0.45102749546665216,0.02701588916969474,0.5005058598117765
00280_3#00280_3_6,00280,00280_3,00280_3_6,Men found guilty of sex crimes should be chemically castrated.,Castration helps sex offender by freeing them of urges.,1,0.03544829602030744,0.595987280776205,0.014189625374924538,0.32812284092709765
00321_2#00321_2_1,00321,00321_2,00321_2_1,Human reproductive cloning should be banned and punishments should be leveled against it.,Human cloning would enable infertile couples to have children,-1,0.006861738851301547,0.2107676300658169,0.0458278619499496,0.6957399794080096
00321_2#00321_2_2,00321,00321_2,00321_2_2,Human reproductive cloning should be banned and punishments should be leveled against it.,Cloning allows gay couples to have children of their own blood,-1,0.008026437148762793,0.21432469621660663,0.041058125299270234,0.7044826719870328
00321_2#00321_2_3,00321,00321_2,00321_2_3,Human reproductive cloning should be banned and punishments should be leveled against it.,"The ends don""t justify the means in cloning a child.",1,0.0814607885560219,0.7558512522417806,0.014711111757877293,0.19820371656023694
00321_2#00321_2_4,00321,00321_2,00321_2_4,Human reproductive cloning should be banned and punishments should be leveled against it.,By the will of nature/God infertile couples are not meant to reproduce,1,0.36257163184500313,0.02390600007600098,0.0747898709805977,0.011757118371298099
00322_13#00322_13_1,00322,00322_13,00322_13_1,The American War on Drugs is succeeding and it should not be abandoned.,State justified in protecting individuals from own drug abuse.,1,0.2719456468698918,0.03422366692403254,0.24204437102625684,0.03207446145145997
00322_13#00322_13_2,00322,00322_13,00322_13_2,The American War on Drugs is succeeding and it should not be abandoned.,"Individuals are at liberty to take drugs, harm themselves",-1,0.3533959327194176,0.0005786871585439228,0.44070650264739697,0.0006542987902867345
00322_13#00322_13_3,00322,00322_13,00322_13_3,The American War on Drugs is succeeding and it should not be abandoned.,State should not regulate belief in creative value of drugs,-1,0.6864312141532863,0.0004887911171702086,0.20008215912110827,0.00048319819905690676
00322_13#00322_13_4,00322,00322_13,00322_13_4,The American War on Drugs is succeeding and it should not be abandoned.,War on Drugs is overly punitive and draconian,-1,0.03538410563789891,0.6561787269071486,0.01132828660158217,0.2266099722792258
00322_13#00322_13_5,00322,00322_13,00322_13_5,The American War on Drugs is succeeding and it should not be abandoned.,State should not regulate spiritual interest in drugs,-1,0.6768813477310676,0.0004430448297049915,0.20835688820105785,0.0003955383333525292
00322_13#00322_13_6,00322,00322_13,00322_13_6,The American War on Drugs is succeeding and it should not be abandoned.,War on Drugs invades privacy of Americans,-1,0.05844297327298752,0.5659983983837112,0.06351219047783499,0.2850398708216921
00322_13#00322_13_7,00322,00322_13,00322_13_7,The American War on Drugs is succeeding and it should not be abandoned.,The state is justified in protecting society from drug-users.,1,0.258694049443495,0.15783272216283606,0.2375947616688183,0.15246453104858548
00387_5#00387_5_1,00387,00387_5,00387_5_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars will help end foreign oil dependencies,1,0.028650528729333866,0.7831565422064803,0.00360936511193695,0.15678048259311966
00387_5#00387_5_2,00387,00387_5,00387_5_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen can decrease tensions over oil and promote peace,1,0.01951324235805341,0.6335586494270731,0.008449952287118694,0.29450395877377794
00387_5#00387_5_3,00387,00387_5,00387_5_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Uneconomical hydrogen cars can""t lower foreign dependencies.",-1,0.006487157818992752,0.19301424767046738,0.033575693326755134,0.7660797509960361
00387_5#00387_5_4,00387,00387_5,00387_5_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,Alternatives to hydrogen exist to lower foreign oil dependencies.,-1,0.01854634616465399,0.28994741146058567,0.006460397385561761,0.664891317600334
00466_5#00466_5_1,00466,00466_5,00466_5_1,Acts of hate should be criminalized.,Hate crime laws can help emphasize the importance of tolerance.,1,0.06776673140593421,0.7324712625230212,0.014620569141147236,0.22115238250224
00466_5#00466_5_2,00466,00466_5,00466_5_2,Acts of hate should be criminalized.,Hate crime laws target violent acts not thoughts,1,0.043495606521449126,0.34836056211821187,0.0756024465358881,0.6210043886744497
00466_5#00466_5_3,00466,00466_5,00466_5_3,Acts of hate should be criminalized.,Hate is a learned attribute; no individual is born hating.,1,0.05656846202786421,0.5251493239661184,0.04999061746858405,0.43002375304453055
00466_5#00466_5_4,00466,00466_5,00466_5_4,Acts of hate should be criminalized.,"Hate crime laws won""t change hatred.",-1,0.020068492654612413,0.23612073124592525,0.09203297833603051,0.7194597106278524
00466_5#00466_5_5,00466,00466_5,00466_5_5,Acts of hate should be criminalized.,Hate Crime laws would only INCREASE racial tension.,-1,0.03296147754976649,0.19140732580680103,0.006319022729226127,0.7814623689351861
00549_10#00549_10_1,00549,00549_10,00549_10_1,The United Kingdom should hand over the Falkland Islands to Argentina.,The Argentines invaded British territory.,-1,0.06978090241474418,0.4253733232162232,0.07043956891655972,0.5116005926207128
00549_10#00549_10_2,00549,00549_10,00549_10_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Britain sent its soldiers to fight an unjust war in the Falkland Islands.,1,0.024423479820969974,0.5181027831880163,0.037190138113200676,0.39879750602719466
00549_10#00549_10_3,00549,00549_10,00549_10_3,The United Kingdom should hand over the Falkland Islands to Argentina.,Returning the Falkland Islands would be an insult to dead soldiers.,-1,0.021255522392001132,0.5722486722163093,0.01735011163810847,0.38599467985468566
00549_10#00549_10_4,00549,00549_10,00549_10_4,The United Kingdom should hand over the Falkland Islands to Argentina.,The British had permission from the UN to use reasonable force to retake the islands,-1,0.10015020741748391,0.3759162632861057,0.12054350045680855,0.38740469721705284
00572_7#00572_7_1,00572,00572_7,00572_7_1,The US-Indian nuclear deal was justified. It should move forward.,US-India nuclear deal heightens India-Pakistan nuclear tensions.,-1,0.08773369585514736,0.4162491454131614,0.02613334641107733,0.5161463510088993
00572_7#00572_7_3,00572,00572_7,00572_7_3,The US-Indian nuclear deal was justified. It should move forward.,US-India nuclear deal could cause Pakistan to seek similar deal elsewhere.,-1,0.018366150802152603,0.2940922325118649,0.004138839964364016,0.6420979563704925
00572_7#00572_7_4,00572,00572_7,00572_7_4,The US-Indian nuclear deal was justified. It should move forward.,US-India nuclear deal alienates Pakistan (does not have a deal).,-1,0.03971653218213758,0.42439548872872424,0.04651233267980023,0.5133120798289731
00637_3#00637_3_1,00637,00637_3,00637_3_1,Public schools should have condom distribution programs.,Religious considerations are not irrelevant.,-1,0.0019616921048062797,0.011393883744093421,0.008324374219211457,0.005599073000159053
00637_3#00637_3_2,00637,00637_3,00637_3_2,Public schools should have condom distribution programs.,Condoms for students can offend people from different religions.,-1,0.018197185627710753,0.13688004232396628,0.0019755072170923897,0.80231449461667
00637_3#00637_3_3,00637,00637_3,00637_3_3,Public schools should have condom distribution programs.,Putting a condom machine in a school does not mean that all students are encouraged to have sex,1,0.013828301751086144,0.4060562367105193,0.09875972299235408,0.48939298824492583
00750_4#00750_4_1,00750,00750_4,00750_4_1,Governments should require that genetically modified foods be labeled.,Food producers opposing GM labels appear to be hiding risks.,1,0.013458037674295141,0.27362376780971837,0.024412400384930807,0.6675028257689387
00750_4#00750_4_2,00750,00750_4,00750_4_2,Governments should require that genetically modified foods be labeled.,Labeling is part of efforts to stigmatize GM foods,-1,0.04578235981227481,0.3098064701086136,0.02740888168364153,0.6503765107974079
00750_4#00750_4_3,00750,00750_4,00750_4_3,Governments should require that genetically modified foods be labeled.,GM food producers opposing labels seem against consumer choice.,1,0.015597021914113923,0.23097166217845597,0.06452405016860166,0.7169912668255704
00750_4#00750_4_4,00750,00750_4,00750_4_4,Governments should require that genetically modified foods be labeled.,GM labeling improves confidence in food safety measures,1,0.09445586344001676,0.7854604168835739,0.013005354781504358,0.17390114352326164
00750_4#00750_4_5,00750,00750_4,00750_4_5,Governments should require that genetically modified foods be labeled.,Labeling of GM foods alarms and turns-away consumers.,-1,0.02683420393530617,0.21668707452957517,0.005358658737065352,0.7373807814025477
00750_4#00750_4_6,00750,00750_4,00750_4_6,Governments should require that genetically modified foods be labeled.,It is good for labeling to turn consumers off to GM foods.,1,0.048761799625348316,0.7527686724805946,0.006610745679451026,0.19877724919697
00838_6#00838_6_1,00838,00838_6,00838_6_1,There should be an outright ban on the smacking or spanking of children.,Children deserve the same rights as everyone else.,1,0.4866248730980847,0.005248272370103042,0.3978401335931404,0.005120853766149089
00838_6#00838_6_2,00838,00838_6,00838_6_2,There should be an outright ban on the smacking or spanking of children.,You cannot legally smack an adult.,1,0.5414548979459002,0.012803340338219572,0.19238790924935442,0.006306047793158668
00838_6#00838_6_3,00838,00838_6,00838_6_3,There should be an outright ban on the smacking or spanking of children.,Children deserve rights but smacking can be justified.,-1,0.13221661375575136,0.45455664524533224,0.19413152108139825,0.4804308583830162
00867_2#00867_2_1,00867,00867_2,00867_2_1,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG employees are not only ones capable of restructuring,-1,0.031182044625585215,0.467403055153114,0.044113298260218585,0.4344244642922245
00867_2#00867_2_2,00867,00867_2,00867_2_2,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG bonuses blackmail taxpayers with threat of collapse,-1,0.010505719398863883,0.6160745177427188,0.03146633610976866,0.29720475595900486
00867_2#00867_2_3,00867,00867_2,00867_2_3,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,Bonuses help AIG keep employees and survive,1,0.0253355509451089,0.5506464101594063,0.015776486492376316,0.36242429057601716
00867_2#00867_2_4,00867,00867_2,00867_2_4,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,Reneging AIG bonuses would undermine shareholder confidence,1,0.037746040699663454,0.6708925883051952,0.013114426550568303,0.25657036608259937
00867_2#00867_2_5,00867,00867_2,00867_2_5,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,"AIG workers/execs that caused collapse won""t help recovery",-1,0.06990303934362836,0.6169213531299194,0.029426006586543058,0.29574726097715087
00867_2#00867_2_6,00867,00867_2,00867_2_6,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,Punishing bonuses will distract AIG from restructuring,1,0.020776138018186265,0.5583012638054441,0.017923431702801983,0.3752921816166384
00883_3#00883_3_1,00883,00883_3,00883_3_1,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico has waited for too long for full citizenship.,1,0.06530631288602504,0.16687916455901264,0.02068205651665936,0.7863377484728733
00883_3#00883_3_2,00883,00883_3,00883_3_2,Puerto Rico should move for US statehood. The US should accept it.,Puerto Ricans are already considered Americans.,-1,0.10690206077408952,0.711751617266147,0.013253220953114256,0.23662404999431963
00883_3#00883_3_3,00883,00883_3,00883_3_3,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rican statehood would require changing the US flag.,-1,0.14055532940215287,0.39908610081183166,0.02466921738587185,0.5496038084674986
00883_3#00883_3_4,00883,00883_3,00883_3_4,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico as colony is unacceptable.,1,0.20147947273414685,0.14694245135285167,0.30424427254837216,0.20988756844529785
00883_3#00883_3_5,00883,00883_3,00883_3_5,Puerto Rico should move for US statehood. The US should accept it.,Puerto Ricans deserve full political rights and citizenship.,1,0.7853190518950404,0.003585708472042546,0.09071526794739876,0.000808405437681278
00883_3#00883_3_6,00883,00883_3,00883_3_6,Puerto Rico should move for US statehood. The US should accept it.,Puerto Ricans have rejected statehood many times now.,-1,0.02405545482171929,0.3863255909262231,0.05181381791547342,0.5308722626266904
00883_3#00883_3_7,00883,00883_3,00883_3_7,Puerto Rico should move for US statehood. The US should accept it.,Puerto Ricans have earned statehood through support of US.,1,0.04946968462879695,0.7236946953074211,0.007275025883549076,0.21551692224526325
00883_5#00883_5_1,00883,00883_5,00883_5_1,Puerto Rico should move for US statehood. The US should accept it.,Democrats want Puerto Rican statehood to gain votes,-1,0.39228316091656895,0.010643018567295316,0.0462501235349741,0.005324617081285198
00883_5#00883_5_2,00883,00883_5,00883_5_2,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico statehood does not clearly benefit one party,1,0.013348998751057953,0.400246969466282,0.0517075892435128,0.5440049923132648
00883_5#00883_5_3,00883,00883_5,00883_5_3,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico would outrank 26 states in size/representation.,-1,0.06546077862239581,0.47075278707580737,0.009020719544569449,0.48193325769436934
00883_5#00883_5_4,00883,00883_5,00883_5_4,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico statehood forces re-assigning Congressional seats.,-1,0.305423887605234,0.6496948159178793,0.037324451088199234,0.25555620852252287
00889_34#00889_34_1,00889,00889_34,00889_34_1,Tibet should seek and gain independence.,Between the 13th and 14th centuries Tibet was under Mongol not Chinese rule,1,0.07484790432434392,0.5448039767607472,0.04073193031432191,0.3909369239268017
00889_34#00889_34_2,00889,00889_34,00889_34_2,Tibet should seek and gain independence.,"Even during the periods of nominal subjugation to the Mongol and Qing Empires, Tibet was largely self-governing.",1,0.0720951085140548,0.4842561067914235,0.036075060516580416,0.4133367820502072
00889_34#00889_34_3,00889,00889_34,00889_34_3,Tibet should seek and gain independence.,Mongolia gave diplomatic recognition to the Tibetan state in 1207,1,0.06541995432511999,0.5645983633628057,0.04394573279930031,0.35891552740333876
00889_34#00889_34_4,00889,00889_34,00889_34_4,Tibet should seek and gain independence.,Tibet has been part of China since 13th century Mongol invasions,-1,0.05164713227636048,0.48226101356310414,0.04150631771000118,0.45131872802667705
00899_1#00899_1_1,00899,00899_1,00899_1_1,"Govts should mandate that people buy private health insurance, or face penalties.",Health insurance mandates do not foster responsibility,-1,0.30919292530930137,0.1191556265749493,0.3370585569607509,0.11911502767858716
