pairid,split
14699.205_14699.449,train
30274.41_30274.419,train
1413.356_1413.882,train
30884.66_30884.86,train
15955.14_15955.79,train
14255.5_14255.73,train
18009.34_18009.95,train
18730.8_18730.14,train
30171.2_30171.23,train
7702.1_7702.2,train
14491.5_14491.747,train
3529.103_3529.638,train
15978.327_15978.1078,train
2179.10_2179.62,train
18944.1_18944.38,train
12377.25_12377.128,train
21075.3_21075.10,train
16931.88_16931.103,train
7438.91_7438.93,train
13673.498_13673.704,train
21178.4_21178.53,train
6844.410_6844.412,train
17222.1_17222.54,train
12377.28_12377.54,train
9146.6_9146.20,train
24431.3_24431.1010,train
2233.5_2233.14,train
7734.11_7734.584,train
26876.318_26876.433,train
18355.32_18355.33,train
1474.205_1474.973,train
5465.144_5465.163,train
6492.138_6492.818,train
25981.222_25981.378,train
27811.1_27811.7,train
17783.9_17783.19,train
921.522_921.1511,train
15819.44_15819.45,train
14258.70_14258.71,train
13672.45_13672.437,train
23850.484_23850.505,train
2629.3530_2629.8007,train
15978.315_15978.1058,train
921.3255_921.3272,train
16419.220_16419.222,train
2408.2547_2408.2625,train
16980.25_16980.30,train
13049.124_13049.127,train
15106.15_15106.33,train
1221.73_1221.131,train
27246.256_27246.257,train
4401.677_4401.682,train
11784.40_11784.42,train
14247.1_14247.1598,train
5637.1750_5637.3873,train
28652.11_28652.41,train
18432.16_18432.17,train
4654.248_4654.488,train
4201.27_4201.29,train
9965.34_9965.97,train
1474.110_1474.799,train
18042.17_18042.26,train
27920.3_27920.19,train
3371.5_3371.793,train
30287.2_30287.12,train
14061.32_14061.33,train
19289.31_19289.32,train
27820.363_27820.405,train
30339.23_30339.32,train
1414.609_1414.629,train
9143.20_9143.176,train
1379.107_1379.359,train
29830.26_29830.79,train
28906.237_28906.367,train
2905.1_2905.99,train
8539.507_8539.2982,train
3171.162_3171.168,train
19171.18_19171.32,train
18429.3_18429.23,train
8933.7_8933.29,train
14346.218_14346.306,train
2206.943_2206.981,train
7944.13_7944.22,train
1413.1206_1413.1691,train
1257.18_1257.907,train
9299.62_9299.65,train
6487.6_6487.11,train
3853.6_3853.43,train
9060.281_9060.286,train
6835.40_6835.58,train
963.195_963.196,train
19160.19_19160.164,train
29943.1_29943.5,train
9966.1_9966.2,train
14035.1_14035.887,train
19119.202_19119.626,train
7100.2445_7100.2447,train
10196.64_10196.69,train
30378.3_30378.17,train
9226.283_9226.1087,train
1379.294_1379.329,train
1835.385_1835.407,train
29370.6_29370.191,train
16245.182_16245.228,train
16068.198_16068.810,train
10378.1_10378.953,train
8035.1_8035.323,train
23850.654_23850.667,train
9394.1036_9394.2134,train
14258.6_14258.24,train
9858.242_9858.248,train
5465.132_5465.139,train
4458.169_4458.333,train
24449.6_24449.12,train
16218.5_16218.49,train
23902.1_23902.7,train
30562.36_30562.40,train
22454.1159_22454.1164,train
29348.1_29348.228,train
2366.7_2366.11,train
16560.59_16560.67,train
29365.17_29365.71,train
7304.26_7304.657,train
13672.347_13672.348,train
7840.24_7840.203,train
30339.15_30339.16,train
8035.200_8035.204,train
24278.83_24278.230,train
2211.12_2211.285,train
1257.334_1257.468,train
2211.511_2211.515,train
19119.50_19119.105,train
16846.7_16846.36,train
16750.38_16750.36,train
14053.329_14053.336,train
16962.10_16962.27,train
4650.5_4650.255,train
29555.1_29555.83,train
8516.456_8516.866,train
14886.2_14886.57,train
5359.12_5359.334,train
9394.301_9394.1124,train
5601.15_5601.19,train
1592.229_1592.849,train
6246.1200_6246.1207,train
29608.5_29608.14,train
18131.19_18131.20,train
9762.477_9762.631,train
13112.325_13112.337,train
3353.339_3353.355,train
2629.5012_2629.5405,train
28434.38_28434.65,train
30279.16_30279.78,train
9284.19_9284.20,train
2366.34_2366.39,train
14258.65_14258.153,train
8911.1_8911.28,train
9827.77_9827.151,train
14247.332_14247.342,train
984.758_984.764,train
1325.159_1325.177,train
13112.486_13112.487,train
7121.4_7121.49,train
9754.9_9754.10,train
30339.290_30339.306,train
2995.1737_2995.2247,train
985.783_985.1064,train
2027.2541_2027.2542,train
27791.102_27791.103,train
13564.1_13564.212,train
14255.690_14255.839,train
4237.15_4237.53,train
16242.1_16242.75,train
9359.380_9359.383,train
29271.188_29271.194,train
21075.61_21075.62,train
12304.57_12304.1359,train
14247.1115_14247.1193,train
16915.126_16915.170,train
3454.23_3454.421,train
7865.569_7865.570,train
13387.13_13387.65,train
4748.479_4748.695,train
6467.31_6467.80,train
3371.976_3371.981,train
9299.148_9299.156,train
11371.11_11371.46,train
23850.683_23850.684,train
1137.2021_1137.2102,train
984.1744_984.1745,train
14247.964_14247.1373,train
13283.1023_13283.1041,train
8678.51_8678.56,train
8267.16_8267.39,train
7948.55_7948.211,train
1229.774_1229.6244,train
3371.2195_3371.2198,train
17715.1047_17715.1084,train
1257.552_1257.566,train
12304.1_12304.859,train
17805.6_17805.26,train
17773.79_17773.99,train
4650.291_4650.765,train
12075.2_12075.52,train
2210.355_2210.422,train
21075.18_21075.19,train
4654.156_4654.265,train
14035.1_14035.1256,train
16729.230_16729.247,train
29491.1_29491.42,train
14478.3474_14478.3477,train
2905.1_2905.97,train
13049.124_13049.126,train
27706.3_27706.21,train
14860.1_14860.63,train
30171.289_30171.351,train
3346.2893_3346.4151,train
444.518_444.531,train
23927.3_23927.15,train
29141.3_29141.5,train
24180.15_24180.86,train
3353.15_3353.99,train
8317.35_8317.54,train
2469.28_2469.29,train
18042.432_18042.540,train
939.831_939.832,train
11720.1389_11720.1658,train
1570.26_1570.1100,train
12828.63_12828.109,train
8708.290_8708.337,train
2206.10_2206.1284,train
15628.1_15628.56,train
8708.318_8708.401,train
7600.104_7600.105,train
14478.361_14478.3646,train
8708.5_8708.2766,train
23902.48_23902.52,train
15727.19_15727.108,train
1203.1318_1203.1319,train
1474.1198_1474.1314,train
3371.3919_3371.3929,train
10104.1_10104.1064,train
1257.448_1257.454,train
8756.3_8756.20,train
9143.481_9143.488,train
7584.89_7584.90,train
23902.22_23902.23,train
11798.7_11798.33,train
17715.138_17715.139,train
30181.6_30181.7,train
1764.20_1764.368,train
25506.55_25506.128,train
2027.526_2027.574,train
10248.20_10248.84,train
3371.935_3371.948,train
1229.134_1229.2880,train
12140.4_12140.19,train
5496.780_5496.800,train
2368.1505_2368.1519,train
23850.366_23850.392,train
13627.4_13627.14,train
24431.707_24431.796,train
20564.26_20564.33,train
5359.655_5359.1074,train
1413.356_1413.880,train
1926.599_1926.682,train
30173.1_30173.5,train
18042.75_18042.514,train
18047.21_18047.22,train
2408.4_2408.2547,train
30725.79_30725.169,train
29721.3_29721.19,train
30188.10_30188.313,train
1546.6_1546.167,train
15434.5328_15434.5330,train
7565.50_7565.162,train
10074.103_10074.262,train
29827.167_29827.168,train
30738.362_30738.371,train
2415.624_2415.632,train
2629.8758_2629.10223,train
5435.3_5435.290,train
16026.32_16026.61,train
18595.71_18595.73,train
4237.21_4237.102,train
6079.1_6079.656,train
7412.73_7412.156,train
2976.61_2976.77,train
5096.23_5096.26,train
1414.1_1414.971,train
984.351_984.352,train
2904.1_2904.58,train
9269.8_9269.55,train
4305.80_4305.92,train
921.3316_921.3324,train
10104.1_10104.877,train
1960.1_1960.1304,train
15434.4790_15434.4793,train
6288.244_6288.314,train
2210.855_2210.858,train
15590.1_15590.21,train
7055.842_7055.1202,train
1203.286_1203.1134,train
4415.373_4415.378,train
12304.830_12304.862,train
2214.7_2214.984,train
15590.1_15590.102,train
14936.2_14936.7,train
25981.77_25981.80,train
16184.134_16184.135,train
18042.316_18042.450,train
4624.78_4624.86,train
21844.63_21844.64,train
22512.1_22512.8,train
2210.4_2210.8,train
18046.6_18046.50,train
5359.52_5359.74,train
24923.9_24923.545,train
30257.8_30257.12,train
2364.12_2364.1075,train
1229.4369_1229.4877,train
12304.782_12304.1564,train
2854.546_2854.1482,train
24064.17_24064.39,train
15978.59_15978.60,train
5465.3_5465.17,train
11504.129_11504.248,train
6949.1_6949.8,train
14272.482_14272.539,train
24172.12_24172.47,train
9967.1_9967.354,train
1922.4_1922.132,train
1203.824_1203.829,train
12278.24_12278.190,train
17642.4_17642.20,train
2813.2_2813.261,train
23651.1_23651.4,train
14258.24_14258.155,train
7055.1427_7055.1432,train
10378.471_10378.1021,train
21205.1_21205.9,train
7734.462_7734.463,train
16622.1_16622.67,train
6492.1_6492.376,train
16664.32_16664.38,train
28582.84_28582.94,train
14448.1_14448.66,train
5685.3510_5685.3545,train
2871.24_2871.62,train
18393.126_18393.309,train
13283.408_13283.565,train
9197.42_9197.182,train
8457.5_8457.11,train
14478.760_14478.1454,train
333.167_333.769,train
23902.3_23902.37,train
14491.53_14491.73,train
4748.1_4748.40,train
14365.9_14365.66,train
16068.1525_16068.2906,train
4650.1439_4650.1441,train
14939.2_14939.48,train
10393.33_10393.54,train
6194.1_6194.128,train
18967.1_18967.12,train
23850.25_23850.317,train
3371.1476_3371.2885,train
26442.62_26442.63,train
3171.150_3171.386,train
29355.211_29355.212,train
25158.104_25158.117,train
30287.104_30287.108,train
26032.7_26032.45,train
5428.1_5428.359,train
8516.894_8516.895,train
16173.14_16173.371,train
8040.832_8040.1619,train
939.749_939.882,train
5359.118_5359.282,train
12377.1_12377.7,train
14346.173_14346.179,train
30072.251_30072.252,train
28652.49_28652.50,train
7055.26_7055.265,train
6492.1_6492.3,train
13672.5_13672.59,train
14350.16_14350.29,train
18595.159_18595.193,train
6492.25_6492.1181,train
9762.313_9762.454,train
7304.25_7304.652,train
29993.284_29993.286,train
2364.1_2364.431,train
16340.10_16340.58,train
4272.13_4272.34,train
5850.156_5850.606,train
30060.35_30060.38,train
30247.53_30247.320,train
13623.56_13623.101,train
14478.742_14478.697,train
2211.358_2211.924,train
16790.1_16790.332,train
26330.581_26330.628,train
1835.11_1835.54,train
2368.529_2368.960,train
30072.100_30072.102,train
18085.1_18085.103,train
16454.46_16454.302,train
28996.9_28996.77,train
24172.2_24172.30,train
9576.35_9576.37,train
14416.96_14416.99,train
2177.3_2177.172,train
10196.70_10196.100,train
4401.9_4401.53,train
30738.153_30738.164,train
27425.48_27425.49,train
2177.149_2177.177,train
12788.8_12788.18,train
8337.1_8337.120,train
2871.37_2871.326,train
15978.641_15978.928,train
28455.434_28455.435,train
7614.11_7614.102,train
4654.13_4654.836,train
9360.17_9360.18,train
2649.1_2649.572,train
2469.942_2469.1522,train
4748.488_4748.634,train
15628.1_15628.49,train
2415.180_2415.917,train
2177.41_2177.93,train
3371.1461_3371.1495,train
8752.16_8752.32,train
13225.13_13225.15,train
13173.25_13173.47,train
25000.23_25000.179,train
16961.39_16961.40,train
4197.5_4197.38,train
9647.6_9647.91,train
14255.1795_14255.1797,train
15593.248_15593.249,train
10278.1_10278.31,train
12075.1_12075.74,train
13057.20_13057.44,train
10143.20_10143.134,train
1474.6_1474.1250,train
16591.14_16591.15,train
10035.121_10035.169,train
16288.12_16288.21,train
28210.38_28210.44,train
2331.302_2331.303,train
2854.396_2854.1582,train
6182.1_6182.1060,train
1203.298_1203.1436,train
1257.66_1257.674,train
7055.1_7055.62,train
10220.89_10220.125,train
1471.466_1471.832,train
7487.9_7487.132,train
12158.64_12158.65,train
1258.1_1258.5,train
30344.3_30344.4,train
3093.1_3093.16,train
1257.2_1257.62,train
5087.3_5087.66,train
5409.106_5409.111,train
13948.9_13948.16,train
1260.8_1260.166,train
11680.4_11680.201,train
9647.6_9647.802,train
30228.59_30228.60,train
25727.10_25727.14,train
14152.1_14152.17,train
9620.52_9620.120,train
7018.1_7018.1215,train
16290.7_16290.17,train
24909.54_24909.55,train
1764.88_1764.670,train
1922.542_1922.694,train
10250.1127_10250.1431,train
5359.510_5359.513,train
9143.806_9143.812,train
4272.3_4272.21,train
5119.4_5119.37,train
1203.32_1203.395,train
2629.1_2629.9038,train
18504.3_18504.6,train
15052.232_15052.361,train
26876.431_26876.480,train
984.1297_984.1300,train
15434.23_15434.4878,train
10057.1_10057.6,train
8040.147_8040.166,train
2813.62_2813.179,train
16674.40_16674.147,train
5637.1423_5637.2114,train
13817.2_13817.20,train
14035.85_14035.243,train
14224.1_14224.81,train
2819.8_2819.10,train
27706.50_27706.51,train
2590.2_2590.15,train
1108.724_1108.731,train
9360.6_9360.72,train
17165.38_17165.41,train
4197.30_4197.34,train
2760.9_2760.92,train
29491.7_29491.72,train
1229.4272_1229.5469,train
29365.6_29365.25,train
29992.6_29992.147,train
17968.29_17968.73,train
15487.193_15487.194,train
17066.16_17066.53,train
12676.27_12676.56,train
7055.1010_7055.1782,train
1473.562_1473.564,train
13564.173_13564.465,train
1027.5097_1027.5102,train
9143.3_9143.242,train
19119.126_19119.311,train
2854.17_2854.746,train
30181.270_30181.370,train
4748.1_4748.498,train
29348.86_29348.102,train
16422.1_16422.6,train
921.424_921.522,train
8516.456_8516.597,train
14860.55_14860.84,train
1229.548_1229.917,train
1122.32_1122.137,train
24431.755_24431.1032,train
9965.8_9965.22,train
6465.1_6465.22,train
4971.142_4971.929,train
1154.119_1154.120,train
15978.327_15978.349,train
11680.39_11680.42,train
6395.15_6395.66,train
2210.8_2210.1013,train
16035.5_16035.10,train
2408.2376_2408.2533,train
28996.111_28996.123,train
30311.4_30311.55,train
2408.166_2408.461,train
19293.1_19293.14,train
11504.34_11504.351,train
2649.8718_2649.8719,train
9827.77_9827.515,train
18593.351_18593.505,train
1764.266_1764.741,train
19293.1_19293.5,train
3371.3031_3371.3032,train
16068.804_16068.1402,train
3171.1_3171.356,train
30428.49_30428.85,train
1692.465_1692.828,train
1570.1_1570.1030,train
15573.1_15573.37,train
12304.146_12304.1379,train
2224.35_2224.133,train
10074.2_10074.178,train
30446.29_30446.195,train
8522.82_8522.306,train
16485.107_16485.108,train
17627.1_17627.21,train
7487.141_7487.164,train
30171.61_30171.142,train
4748.491_4748.504,train
14478.310_14478.818,train
2854.17_2854.1610,train
18730.6_18730.7,train
16677.13_16677.18,train
1634.8941_1634.9759,train
14956.3_14956.91,train
2408.24_2408.1043,train
16560.244_16560.245,train
7055.502_7055.971,train
30446.95_30446.290,train
14053.2_14053.59,train
16026.4_16026.68,train
7487.149_7487.268,train
9762.131_9762.1146,train
22454.6_22454.14,train
30048.10_30048.19,train
30339.690_30339.866,train
26876.3_26876.296,train
9907.1_9907.6,train
17721.9_17721.348,train
5496.211_5496.782,train
333.1055_333.1056,train
5064.3_5064.10,train
29355.322_29355.432,train
16961.2_16961.10,train
2813.4_2813.225,train
8539.1_8539.5272,train
9226.283_9226.432,train
1260.270_1260.298,train
5904.469_5904.949,train
1785.498_1785.586,train
9467.210_9467.212,train
5096.4_5096.17,train
9226.201_9226.433,train
1258.1_1258.1364,train
8764.3_8764.316,train
2415.624_2415.715,train
18046.3_18046.54,train
29320.920_29320.924,train
8319.917_8319.1017,train
14035.3_14035.1078,train
10104.896_10104.973,train
4711.8_4711.9,train
5496.780_5496.828,train
1029.318_1029.392,train
4971.588_4971.589,train
2903.252_2903.273,train
4654.2_4654.710,train
3346.812_3346.12474,train
2976.61_2976.79,train
16617.80_16617.382,train
3692.440_3692.446,train
16485.133_16485.144,train
24278.79_24278.81,train
15106.19_15106.27,train
2027.2471_2027.2473,train
17715.1413_17715.1414,train
29946.102_29946.145,train
1414.97_1414.1502,train
9913.48_9913.100,train
2762.1969_2762.4032,train
14699.371_14699.408,train
24278.272_24278.279,train
2439.2_2439.560,train
18720.32_18720.61,train
10223.14_10223.690,train
6116.4_6116.167,train
2027.401_2027.451,train
16929.6_16929.17,train
9467.155_9467.161,train
2903.392_2903.401,train
15084.26_15084.28,train
17822.56_17822.57,train
10035.107_10035.121,train
2853.413_2853.635,train
15590.158_15590.199,train
30447.13_30447.25,train
2024.1849_2024.1850,train
16372.4_16372.8,train
10310.34_10310.48,train
25506.12_25506.16,train
8035.27_8035.219,train
14055.29_14055.56,train
27791.841_27791.842,train
13449.104_13449.173,train
30103.3_30103.21,train
9647.6_9647.386,train
1379.268_1379.345,train
18632.33_18632.35,train
30446.243_30446.244,train
1221.11_1221.143,train
9284.197_9284.252,train
28545.101_28545.102,train
6086.1_6086.20,train
8516.829_8516.836,train
2210.714_2210.719,train
30188.145_30188.289,train
16501.10_16501.14,train
17715.14_17715.870,train
14247.2581_14247.2649,train
3346.3755_3346.4794,train
15573.7_15573.8,train
10196.10_10196.31,train
15573.1_15573.6,train
2211.556_2211.557,train
18869.369_18869.371,train
18615.1_18615.14,train
9265.1_9265.266,train
17670.7_17670.36,train
15593.1025_15593.1060,train
1470.603_1470.641,train
9339.6_9339.35,train
4971.918_4971.921,train
8500.46_8500.50,train
15765.6_15765.15,train
30170.7_30170.21,train
16524.1_16524.43,train
12140.1_12140.62,train
10250.27_10250.327,train
11680.203_11680.206,train
4650.106_4650.125,train
7739.292_7739.577,train
16836.5_16836.51,train
30161.33_30161.45,train
9913.51_9913.104,train
9576.30_9576.210,train
17768.16_17768.196,train
12304.1561_12304.1619,train
1291.792_1291.793,train
4650.368_4650.573,train
2854.112_2854.1069,train
14346.199_14346.317,train
18869.2_18869.28,train
24431.10_24431.992,train
2854.1043_2854.1063,train
2629.1_2629.9342,train
1473.325_1473.416,train
10250.232_10250.1510,train
10223.184_10223.1064,train
15489.7_15489.27,train
8246.137_8246.210,train
16776.36_16776.57,train
16549.4_16549.6,train
24279.304_24279.322,train
2168.107_2168.164,train
30347.341_30347.406,train
2408.503_2408.2995,train
1257.664_1257.777,train
24431.244_24431.721,train
4540.2183_4540.2330,train
1414.84_1414.1391,train
14412.1_14412.8,train
17773.6_17773.18,train
30247.9_30247.49,train
24278.288_24278.293,train
18009.228_18009.499,train
14272.273_14272.274,train
4748.774_4748.783,train
29271.13_29271.16,train
29993.32_29993.33,train
14886.5_14886.68,train
5637.2927_5637.2931,train
1592.64_1592.810,train
2903.435_2903.1030,train
1414.15_1414.1158,train
14886.26_14886.64,train
6295.3144_6295.3303,train
27706.7_27706.44,train
18066.28_18066.29,train
13283.173_13283.177,train
30051.31_30051.192,train
7721.2_7721.17,train
2226.352_2226.361,train
10068.18_10068.97,train
10343.14_10343.23,train
15765.29_15765.31,train
18381.64_18381.65,train
1955.393_1955.748,train
26330.203_26330.541,train
2214.2853_2214.3354,train
16664.1_16664.3,train
16617.1_16617.381,train
4148.156_4148.607,train
19289.16_19289.17,train
15628.7_15628.24,train
30181.39_30181.700,train
16454.361_16454.424,train
30287.4_30287.90,train
30161.22_30161.48,train
7948.15_7948.86,train
1258.144_1258.160,train
2819.4_2819.12,train
25295.2_25295.62,train
12133.28_12133.42,train
18720.7_18720.237,train
801.1405_801.2827,train
963.165_963.166,train
15494.22_15494.28,train
1154.39_1154.40,train
2439.197_2439.281,train
9576.13_9576.252,train
24431.1104_24431.1227,train
1324.159_1324.445,train
10341.4_10341.45,train
14224.325_14224.330,train
30247.503_30247.577,train
30274.156_30274.157,train
18918.1_18918.21,train
8337.64_8337.401,train
15993.11_15993.23,train
2495.4_2495.588,train
984.92_984.182,train
2903.1372_2903.1373,train
2649.283_2649.435,train
11175.122_11175.211,train
30031.10_30031.22,train
985.584_985.971,train
11504.270_11504.301,train
13439.17_13439.18,train
25295.3_25295.73,train
3371.5_3371.61,train
2649.323_2649.716,train
2168.23_2168.201,train
6090.1_6090.53,train
30181.73_30181.74,train
26330.47_26330.49,train
16244.6_16244.365,train
14258.458_14258.635,train
4654.3_4654.635,train
2024.3110_2024.3213,train
2024.1849_2024.2677,train
27936.9_27936.290,train
7840.272_7840.381,train
29491.72_29491.73,train
939.683_939.706,train
8337.443_8337.468,train
9128.3_9128.185,train
16560.294_16560.496,train
22969.1_22969.48,train
30259.1_30259.21,train
2439.135_2439.475,train
7565.36_7565.43,train
13284.9_13284.10,train
9762.1258_9762.1341,train
15246.1_15246.5,train
18381.14_18381.15,train
4615.518_4615.525,train
1592.18_1592.19,train
16646.24_16646.72,train
26866.25_26866.26,train
5685.1_5685.631,train
22454.215_22454.1163,train
30065.1_30065.5,train
18951.33_18951.56,train
3692.607_3692.1009,train
1414.155_1414.158,train
4650.133_4650.596,train
16836.98_16836.176,train
29348.2_29348.187,train
8708.10_8708.216,train
2903.248_2903.315,train
1955.24_1955.104,train
1835.600_1835.602,train
12828.2_12828.52,train
4748.544_4748.611,train
9858.67_9858.194,train
4555.14_4555.118,train
9647.6_9647.779,train
18081.3_18081.89,train
30048.5_30048.18,train
2206.2589_2206.2590,train
23902.1_23902.3,train
3615.1_3615.492,train
7865.1_7865.154,train
1257.118_1257.125,train
16173.15_16173.159,train
16322.144_16322.554,train
7216.162_7216.165,train
18593.240_18593.391,train
2206.38_2206.356,train
30236.10_30236.51,train
30181.15_30181.43,train
7304.246_7304.248,train
16111.6_16111.247,train
23318.49_23318.54,train
13564.48_13564.406,train
2903.128_2903.1517,train
7412.1_7412.226,train
22035.3_22035.75,train
11720.11_11720.81,train
9827.1_9827.103,train
13555.27_13555.34,train
29836.128_29836.193,train
30643.3_30643.9,train
24431.982_24431.1038,train
1291.792_1291.1896,train
5637.824_5637.840,train
10278.12_10278.19,train
8987.1_8987.34,train
13282.7_13282.81,train
14258.170_14258.173,train
29320.789_29320.880,train
13283.20_13283.411,train
30439.3_30439.23,train
4624.78_4624.165,train
18052.2_18052.105,train
18304.465_18304.552,train
18052.75_18052.132,train
444.93_444.141,train
6182.334_6182.509,train
4839.76_4839.109,train
10278.1_10278.94,train
29370.6_29370.290,train
3371.1208_3371.1247,train
1323.124_1323.2025,train
9863.25_9863.31,train
30725.87_30725.130,train
12626.6_12626.38,train
14478.742_14478.1453,train
15897.2_15897.23,train
16485.1_16485.118,train
15955.10_15955.46,train
6079.185_6079.205,train
1324.247_1324.1481,train
29929.342_29929.344,train
15246.63_15246.67,train
9965.7_9965.44,train
30287.104_30287.106,train
7738.3_7738.80,train
2871.16_2871.272,train
13237.78_13237.79,train
28423.206_28423.224,train
14422.3_14422.46,train
25580.11_25580.25,train
16751.1_16751.3,train
18720.181_18720.246,train
14699.1_14699.54,train
6182.141_6182.1089,train
14255.744_14255.747,train
2469.462_2469.550,train
1474.134_1474.588,train
16645.1_16645.13,train
6966.4_6966.8,train
29602.279_29602.328,train
28423.14_28423.22,train
15573.22_15573.26,train
16218.4_16218.420,train
21102.4_21102.17,train
