pairid,split
486.2306_486.899,train
1029.80_1029.258,train
30171.12_30171.319,train
3346.1815_3346.6156,train
3371.1780_3371.3658,train
19119.682_19119.613,train
984.1338_984.618,train
12278.559_12278.407,train
3346.7529_3346.2615,train
984.437_984.245,train
3346.6154_3346.2600,train
4650.1553_4650.535,train
1048.1777_1048.131,train
984.471_984.1330,train
3346.5142_3346.6158,train
3346.2614_3346.6104,train
4650.1553_4650.215,train
10250.1638_10250.1335,train
984.1274_984.652,train
1764.1434_1764.303,train
963.178_963.267,train
486.2306_486.2777,train
7734.303_7734.348,train
10250.547_10250.1168,train
13112.896_13112.543,train
2871.605_2871.562,train
3346.1815_3346.6148,train
984.174_984.471,train
984.1338_984.330,train
3346.6176_3346.2273,train
10035.193_10035.182,train
7734.808_7734.349,train
12278.419_12278.150,train
963.176_963.158,train
3346.6176_3346.1081,train
6492.1328_6492.1420,train
30051.128_30051.350,train
3346.815_3346.6146,train
984.392_984.318,train
3171.374_3171.38,train
25158.160_25158.538,train
5637.5424_5637.1920,train
1926.669_1926.646,train
921.3021_921.2769,train
4650.53_4650.1435,train
13112.249_13112.468,train
16617.186_16617.656,train
3371.922_3371.3643,train
3346.1353_3346.6158,train
984.14_984.405,train
12304.1423_12304.2041,train
984.1303_984.469,train
984.396_984.345,train
921.3021_921.1354,train
13283.1064_13283.890,train
8539.3175_8539.3660,train
984.480_984.248,train
13112.491_13112.450,train
29365.463_29365.309,train
1229.4876_1229.4070,train
16617.658_16617.710,train
4650.559_4650.1499,train
3346.6139_3346.2216,train
1048.1777_1048.123,train
12278.557_12278.138,train
1029.383_1029.260,train
13112.993_13112.463,train
2871.212_2871.560,train
3346.2216_3346.2622,train
984.419_984.831,train
3346.2614_3346.110,train
921.3020_921.3298,train
30257.228_30257.200,train
984.888_984.473,train
984.437_984.534,train
984.361_984.247,train
10250.1638_10250.2065,train
984.1303_984.473,train
13112.171_13112.521,train
1229.5351_1229.4877,train
29365.405_29365.343,train
12278.367_12278.608,train
4650.1445_4650.574,train
13283.1048_13283.353,train
10250.964_10250.1632,train
14247.1342_14247.1070,train
984.714_984.148,train
13112.993_13112.267,train
3371.3856_3371.3936,train
13673.1907_13673.1002,train
3346.815_3346.2623,train
3346.2539_3346.6159,train
2211.24_2211.525,train
1029.830_1029.311,train
4650.1513_4650.715,train
3346.6138_3346.3400,train
3346.2537_3346.6147,train
29993.349_29993.352,train
984.863_984.433,train
13112.337_13112.486,train
12278.367_12278.66,train
3346.2216_3346.6139,train
4650.1448_4650.875,train
23850.111_23850.722,train
3371.2545_3371.2181,train
3371.3214_3371.1350,train
23298.44_23298.1608,train
984.470_984.630,train
10250.1638_10250.327,train
4650.935_4650.1436,train
4650.1553_4650.313,train
3346.2614_3346.5239,train
19119.676_19119.611,train
921.3171_921.1444,train
3346.3415_3346.2613,train
5637.1920_5637.5370,train
1764.1231_1764.682,train
4650.500_4650.1197,train
12304.2018_12304.1693,train
1592.335_1592.82,train
4650.1513_4650.1100,train
22454.1280_22454.1603,train
984.1274_984.1571,train
1048.125_1048.2642,train
29365.263_29365.246,train
1048.109_1048.1902,train
13219.336_13219.182,train
984.888_984.462,train
921.2778_921.990,train
3371.1780_3371.3708,train
7304.342_7304.666,train
12304.1619_12304.1661,train
4650.1553_4650.324,train
984.148_984.387,train
4650.1553_4650.72,train
15052.309_15052.234,train
14258.381_14258.333,train
486.2655_486.2291,train
984.437_984.715,train
4650.1445_4650.964,train
984.714_984.1214,train
12304.1621_12304.2016,train
13112.491_13112.50,train
1029.45_1029.290,train
24279.172_24279.44,train
486.1085_486.2298,train
3346.2614_3346.4833,train
23850.139_23850.722,train
3371.1248_3371.3211,train
1029.80_1029.289,train
921.3299_921.1507,train
3346.6154_3346.12479,train
7734.540_7734.340,train
29993.35_29993.257,train
984.437_984.563,train
8708.1490_8708.1926,train
30171.301_30171.160,train
13283.821_13283.922,train
30171.101_30171.292,train
984.13_984.1326,train
2415.2056_2415.993,train
2995.528_2995.2202,train
12304.1541_12304.1637,train
984.344_984.386,train
18593.470_18593.580,train
2415.2056_2415.1650,train
3346.3414_3346.6175,train
3346.6167_3346.12509,train
1048.131_1048.2643,train
1048.1501_1048.110,train
2995.2072_2995.852,train
20564.51_20564.752,train
921.3021_921.3295,train
984.433_984.1339,train
3346.2615_3346.263,train
3346.5588_3346.6158,train
23298.565_23298.1868,train
984.382_984.253,train
984.382_984.55,train
3346.7051_3346.6154,train
4650.1448_4650.1109,train
2415.2056_2415.996,train
16560.9_16560.230,train
921.3178_921.3344,train
10250.1168_10250.1119,train
29320.914_29320.610,train
3371.3936_3371.3068,train
18304.408_18304.460,train
984.420_984.1679,train
3346.6167_3346.270,train
13112.248_13112.511,train
30171.100_30171.308,train
13283.1064_13283.451,train
13112.896_13112.997,train
30738.91_30738.346,train
984.433_984.534,train
984.761_984.668,train
3346.6098_3346.2623,train
14247.447_14247.367,train
24252.244_24252.453,train
3346.6138_3346.7071,train
12304.1423_12304.1698,train
24279.367_24279.39,train
13283.622_13283.922,train
3371.828_3371.3937,train
1229.2534_1229.1905,train
4650.1448_4650.244,train
3346.6138_3346.2196,train
486.2306_486.3728,train
12304.753_12304.1702,train
7055.1837_7055.1897,train
3346.2614_3346.197,train
3371.2261_3371.3529,train
3346.2614_3346.2507,train
984.470_984.225,train
984.419_984.859,train
13283.563_13283.929,train
984.471_984.99,train
984.863_984.891,train
3371.3214_3371.979,train
30171.302_30171.160,train
24923.459_24923.607,train
29827.181_29827.126,train
486.3293_486.2573,train
963.202_963.127,train
984.437_984.347,train
1029.146_1029.298,train
4650.1448_4650.1006,train
1764.221_1764.305,train
18304.377_18304.394,train
13283.578_13283.927,train
12304.846_12304.1598,train
1048.921_1048.106,train
20564.820_20564.60,train
1029.145_1029.222,train
984.561_984.1297,train
2871.737_2871.562,train
486.3066_486.3492,train
486.3776_486.2890,train
5637.3331_5637.4371,train
3346.2614_3346.7471,train
1029.281_1029.757,train
4650.1553_4650.112,train
921.444_921.1372,train
921.3020_921.3438,train
984.1473_984.449,train
2871.511_2871.560,train
1048.1713_1048.130,train
3371.1248_3371.3529,train
984.395_984.766,train
1764.300_1764.660,train
7055.363_7055.869,train
486.2669_486.2299,train
3371.1601_3371.1780,train
3346.2615_3346.4766,train
14258.708_14258.379,train
24431.342_24431.2412,train
1048.1185_1048.38,train
3346.5055_3346.6142,train
1029.831_1029.226,train
3346.2614_3346.6393,train
984.1443_984.1341,train
1379.359_1379.426,train
13112.444_13112.365,train
20564.3_20564.50,train
8522.543_8522.680,train
984.147_984.465,train
1029.336_1029.258,train
984.668_984.43,train
13283.578_13283.931,train
984.1274_984.104,train
921.2454_921.1383,train
13283.273_13283.843,train
29365.405_29365.159,train
13283.578_13283.915,train
984.437_984.891,train
24923.381_24923.581,train
2629.8820_2629.8894,train
486.3697_486.2308,train
2206.1216_2206.715,train
3371.3936_3371.3522,train
12304.1467_12304.1848,train
13283.440_13283.1048,train
2629.17586_2629.8845,train
1029.167_1029.311,train
30257.228_30257.204,train
984.147_984.666,train
3346.2538_3346.6137,train
486.2292_486.3790,train
16617.70_16617.656,train
14247.2434_14247.1452,train
3371.3936_3371.3430,train
2368.1567_2368.1690,train
984.396_984.337,train
3371.3936_3371.331,train
12278.367_12278.640,train
984.394_984.315,train
2871.889_2871.535,train
984.84_984.1336,train
28620.207_28620.161,train
921.3481_921.469,train
3346.6154_3346.6257,train
29365.405_29365.352,train
3346.2614_3346.819,train
24431.2226_24431.807,train
14258.381_14258.629,train
984.1338_984.886,train
3346.6167_3346.2570,train
1229.6929_1229.5831,train
3371.1601_3371.3937,train
13112.444_13112.80,train
3346.2196_3346.6145,train
2629.8843_2629.17614,train
3346.6139_3346.4950,train
3346.6176_3346.4313,train
486.2306_486.3667,train
7055.1609_7055.1523,train
3346.6176_3346.2272,train
7734.359_7734.314,train
3346.6138_3346.2623,train
2871.213_2871.562,train
984.84_984.387,train
24923.459_24923.482,train
24923.459_24923.436,train
3346.6098_3346.2630,train
984.668_984.774,train
984.174_984.715,train
4458.400_4458.1794,train
3346.2614_3346.2482,train
3371.3214_3371.2950,train
984.1338_984.957,train
1764.13_1764.676,train
12278.456_12278.367,train
13283.566_13283.917,train
3346.6154_3346.4184,train
12278.456_12278.145,train
12304.1902_12304.1588,train
13283.1063_13283.138,train
3346.6167_3346.6773,train
486.2695_486.3513,train
29320.914_29320.367,train
29827.335_29827.131,train
16617.658_16617.517,train
1029.542_1029.252,train
1029.45_1029.298,train
3371.2544_3371.3161,train
984.774_984.379,train
19119.390_19119.265,train
984.436_984.779,train
3346.4020_3346.6146,train
984.364_984.607,train
12304.1542_12304.2017,train
24923.459_24923.229,train
3346.6154_3346.6259,train
3346.4020_3346.6174,train
4650.1448_4650.18,train
1229.1254_1229.6933,train
984.1456_984.473,train
486.3776_486.2680,train
984.668_984.346,train
29993.347_29993.313,train
12304.1369_12304.714,train
984.47_984.479,train
984.888_984.833,train
4650.1448_4650.295,train
486.2292_486.1888,train
30171.286_30171.160,train
984.765_984.406,train
3346.1353_3346.6163,train
1229.5225_1229.1905,train
921.3481_921.3254,train
984.668_984.453,train
984.480_984.1761,train
3371.1780_3371.3925,train
4650.1553_4650.294,train
984.436_984.959,train
29365.405_29365.299,train
486.2860_486.3496,train
12304.2018_12304.1541,train
984.433_984.1298,train
16617.658_16617.741,train
984.396_984.346,train
12304.2018_12304.1612,train
3371.6486_3371.3198,train
3346.2615_3346.7391,train
3346.6176_3346.97,train
984.1303_984.1339,train
3371.3214_3371.3260,train
12304.1902_12304.1725,train
3346.6176_3346.265,train
12304.1541_12304.869,train
6492.1328_6492.496,train
1029.1_1029.301,train
3346.2615_3346.590,train
921.3021_921.469,train
10250.1648_10250.1639,train
984.1473_984.461,train
13112.439_13112.383,train
3346.6014_3346.6174,train
24923.381_24923.360,train
7055.1522_7055.233,train
1029.80_1029.290,train
3346.5395_3346.7283,train
30257.23_30257.235,train
29348.400_29348.239,train
984.1007_984.1336,train
984.148_984.901,train
486.2306_486.3283,train
2871.889_2871.556,train
3371.1780_3371.3476,train
3346.7051_3346.6148,train
16617.658_16617.539,train
984.433_984.325,train
984.471_984.617,train
921.3299_921.2677,train
2415.2056_2415.755,train
13112.993_13112.262,train
984.437_984.34,train
29320.910_29320.421,train
1029.831_1029.301,train
984.392_984.1759,train
984.395_984.1754,train
30171.286_30171.276,train
18304.275_18304.416,train
2871.12_2871.572,train
20564.51_20564.863,train
4650.1445_4650.570,train
921.2832_921.1420,train
1764.130_1764.303,train
1048.1777_1048.132,train
16617.424_16617.652,train
18009.114_18009.311,train
4650.1513_4650.569,train
4650.1553_4650.740,train
19119.390_19119.451,train
30257.186_30257.204,train
12304.203_12304.1599,train
18304.408_18304.552,train
984.436_984.774,train
921.631_921.1372,train
3346.2615_3346.6176,train
24923.455_24923.122,train
2871.404_2871.573,train
4650.1445_4650.479,train
486.2306_486.2133,train
3346.2614_3346.2303,train
15978.669_15978.658,train
4650.1553_4650.569,train
1029.831_1029.261,train
3346.6167_3346.4189,train
3346.2614_3346.7283,train
921.3451_921.1420,train
984.47_984.715,train
984.419_984.793,train
13283.1063_13283.922,train
22454.641_22454.1669,train
8040.1506_8040.1521,train
2871.213_2871.571,train
3346.2615_3346.4598,train
921.2613_921.1420,train
30171.279_30171.311,train
13112.439_13112.42,train
7304.236_7304.685,train
30339.860_30339.733,train
12304.753_12304.2071,train
3371.6486_3371.2897,train
12304.1542_12304.1907,train
486.2306_486.2681,train
984.774_984.426,train
984.395_984.1761,train
984.761_984.1339,train
29365.405_29365.790,train
3346.9796_3346.2630,train
2871.242_2871.572,train
12304.1423_12304.758,train
984.419_984.29,train
984.1303_984.1340,train
486.2306_486.3217,train
13283.1048_13283.132,train
1029.336_1029.300,train
22454.641_22454.354,train
984.1338_984.1425,train
3346.6154_3346.4186,train
10250.955_10250.2061,train
1048.66_1048.136,train
984.419_984.626,train
30188.293_30188.303,train
2995.853_2995.2149,train
1048.125_1048.1713,train
30060.175_30060.169,train
13283.65_13283.1048,train
12304.1541_12304.1354,train
20564.101_20564.49,train
1048.1185_1048.94,train
3346.6167_3346.2366,train
3346.6167_3346.1416,train
1029.381_1029.226,train
7055.363_7055.310,train
921.3299_921.2476,train
1029.830_1029.223,train
1764.1250_1764.670,train
4650.498_4650.1554,train
16173.652_16173.405,train
4650.1448_4650.667,train
984.148_984.415,train
4650.941_4650.1537,train
7055.1522_7055.1828,train
3346.6138_3346.6256,train
984.714_984.344,train
16617.658_16617.875,train
2871.62_2871.562,train
2141.1340_2141.1216,train
984.395_984.673,train
4650.1448_4650.983,train
3346.6348_3346.6149,train
984.364_984.862,train
984.1274_984.1263,train
3371.3214_3371.3693,train
14258.381_14258.99,train
13112.245_13112.489,train
3171.374_3171.249,train
12278.548_12278.128,train
30446.204_30446.539,train
984.420_984.1680,train
1379.54_1379.425,train
12304.1366_12304.2069,train
18304.408_18304.57,train
984.470_984.618,train
16173.654_16173.120,train
3346.6139_3346.267,train
1048.1501_1048.113,train
3371.975_3371.3936,train
1764.193_1764.682,train
13219.344_13219.228,train
13283.411_13283.1045,train
3371.3214_3371.2203,train
3346.5395_3346.2624,train
3346.6167_3346.4958,train
2629.8843_2629.8893,train
29993.35_29993.313,train
984.1303_984.476,train
984.437_984.352,train
10049.121_10049.209,train
984.344_984.378,train
3346.5614_3346.6173,train
984.419_984.478,train
984.436_984.288,train
29827.82_29827.374,train
12278.367_12278.122,train
3346.6154_3346.7185,train
984.84_984.414,train
7304.127_7304.685,train
1029.298_1029.102,train
23298.1902_23298.1608,train
984.288_984.670,train
1029.1_1029.303,train
984.863_984.165,train
30279.57_30279.606,train
486.1028_486.2315,train
984.329_984.432,train
9760.532_9760.328,train
3346.2028_3346.6146,train
984.1303_984.439,train
6288.434_6288.399,train
3371.1248_3371.3935,train
12278.367_12278.205,train
2415.2056_2415.961,train
4650.1513_4650.2771,train
6288.369_6288.418,train
1764.1692_1764.672,train
984.480_984.1747,train
14247.1342_14247.1665,train
13283.1063_13283.659,train
24923.459_24923.539,train
1048.125_1048.2469,train
984.433_984.296,train
984.436_984.9,train
18593.590_18593.573,train
3346.2196_3346.2628,train
3346.6176_3346.6171,train
984.361_984.1339,train
984.471_984.608,train
29827.184_29827.121,train
2871.918_2871.560,train
13283.1063_13283.910,train
18593.470_18593.427,train
29365.405_29365.418,train
984.1456_984.666,train
14272.413_14272.505,train
3346.6176_3346.340,train
10250.530_10250.1637,train
1029.19_1029.250,train
921.3259_921.1369,train
984.13_984.667,train
9760.190_9760.341,train
486.2296_486.3497,train
9649.154_9649.159,train
25497.363_25497.249,train
4650.53_4650.1436,train
12278.367_12278.641,train
3346.6176_3346.2980,train
984.714_984.618,train
18304.275_18304.417,train
13112.896_13112.478,train
13112.245_13112.999,train
30171.20_30171.293,train
19119.682_19119.524,train
1229.6931_1229.6057,train
24923.455_24923.190,train
486.2306_486.2920,train
2141.1591_2141.1208,train
984.1338_984.60,train
14247.447_14247.905,train
12278.548_12278.406,train
3346.7432_3346.2622,train
20564.7_20564.57,train
984.1473_984.404,train
984.470_984.317,train
23808.354_23808.223,train
9649.154_9649.257,train
8522.689_8522.745,train
28620.160_28620.263,train
3346.6154_3346.9676,train
4650.1103_4650.1038,train
12304.1541_12304.1844,train
1229.1254_1229.6848,train
30339.90_30339.903,train
1029.281_1029.512,train
3346.2992_3346.6147,train
4650.1448_4650.1208,train
984.470_984.416,train
984.419_984.273,train
4650.1513_4650.914,train
12278.62_12278.150,train
30279.58_30279.436,train
984.437_984.84,train
3346.4837_3346.6146,train
3346.4150_3346.6144,train
921.3299_921.576,train
984.471_984.293,train
1029.298_1029.411,train
9196.341_9196.357,train
984.392_984.1758,train
984.344_984.480,train
5637.4405_5637.5585,train
1764.1106_1764.661,train
984.437_984.92,train
984.396_984.618,train
3346.6138_3346.7425,train
1048.909_1048.121,train
23808.359_23808.322,train
3371.1780_3371.2217,train
4650.952_4650.1445,train
16617.658_16617.752,train
984.1274_984.1217,train
16836.352_16836.222,train
984.174_984.405,train
13283.1063_13283.929,train
3346.6176_3346.106,train
16404.155_16404.256,train
984.437_984.856,train
7055.1993_7055.869,train
486.1842_486.2297,train
7055.1288_7055.1897,train
984.1338_984.630,train
14053.552_14053.454,train
13112.444_13112.279,train
16617.185_16617.658,train
14053.340_14053.552,train
3371.1780_3371.6490,train
24923.459_24923.442,train
1048.93_1048.1902,train
984.436_984.1741,train
984.344_984.165,train
486.2542_486.3653,train
1764.221_1764.425,train
984.714_984.1746,train
984.1274_984.952,train
12304.753_12304.1695,train
7055.645_7055.1523,train
7734.452_7734.340,train
4650.60_4650.1419,train
984.609_984.416,train
13112.1003_13112.456,train
10250.1639_10250.1060,train
4650.1448_4650.669,train
921.3481_921.2359,train
10250.1630_10250.531,train
13112.444_13112.164,train
3346.6154_3346.7447,train
984.774_984.1275,train
24252.244_24252.452,train
984.419_984.890,train
2629.8820_2629.9090,train
984.1007_984.461,train
5637.5392_5637.4246,train
23298.565_23298.37,train
1048.131_1048.37,train
8539.3565_8539.3660,train
984.480_984.168,train
984.419_984.326,train
29964.251_29964.147,train
24278.331_24278.176,train
984.1274_984.1462,train
24909.88_24909.93,train
1229.1254_1229.5858,train
3346.5395_3346.6154,train
486.139_486.2305,train
12304.1621_12304.1661,train
15978.547_15978.672,train
3346.6139_3346.3095,train
3346.6176_3346.7525,train
984.436_984.1304,train
12304.1541_12304.384,train
1048.20_1048.136,train
18304.408_18304.325,train
486.2296_486.1995,train
16184.60_16184.102,train
3371.2545_3371.3087,train
1048.2348_1048.122,train
984.288_984.1275,train
3371.2545_3371.1247,train
18304.408_18304.257,train
18593.585_18593.391,train
10250.1630_10250.1902,train
12304.1619_12304.1624,train
10054.345_10054.256,train
984.394_984.640,train
24279.305_24279.248,train
7055.363_7055.754,train
22454.335_22454.405,train
984.13_984.460,train
3371.6486_3371.2943,train
984.761_984.1328,train
13673.1263_13673.925,train
29320.910_29320.830,train
4650.1520_4650.1197,train
1029.39_1029.398,train
18042.896_18042.2422,train
3346.5669_3346.6147,train
3346.6138_3346.2806,train
3346.6176_3346.4151,train
3346.2614_3346.5397,train
13219.254_13219.331,train
921.3021_921.3503,train
3346.4628_3346.6148,train
12304.1620_12304.2067,train
2141.1202_2141.1612,train
3346.2240_3346.6153,train
984.436_984.625,train
984.1274_984.350,train
3346.2615_3346.587,train
3346.1815_3346.6142,train
