pairid,split
13112.482_13112.460,train
30257.134_30257.219,train
19119.420_19119.508,train
3346.6142_3346.3331,train
14053.505_14053.468,train
2368.1672_2368.1405,train
1764.155_1764.403,train
984.427_984.149,train
984.444_984.317,train
23850.858_23850.740,train
486.3530_486.2115,train
14258.26_14258.379,train
30171.261_30171.330,train
16617.722_16617.659,train
984.60_984.1300,train
984.385_984.209,train
984.324_984.669,train
9394.2319_9394.699,train
30171.201_30171.292,train
23850.858_23850.131,train
486.2300_486.1629,train
18009.464_18009.311,train
12304.1581_12304.2047,train
984.241_984.434,train
1029.208_1029.813,train
1048.918_1048.121,train
30339.775_30339.820,train
16677.91_16677.472,train
29964.238_29964.227,train
14053.541_14053.195,train
13112.494_13112.70,train
984.41_984.1328,train
984.1759_984.454,train
18595.300_18595.276,train
16836.135_16836.215,train
2903.316_2903.400,train
4650.1534_4650.587,train
12278.677_12278.366,train
14258.379_14258.566,train
1048.134_1048.2077,train
984.664_984.888,train
7055.1377_7055.1866,train
18595.300_18595.319,train
24279.157_24279.366,train
29964.230_29964.257,train
30257.274_30257.255,train
29320.908_29320.59,train
7304.684_7304.417,train
984.899_984.170,train
6492.525_6492.1041,train
984.459_984.204,train
2871.508_2871.562,train
7304.685_7304.207,train
1048.33_1048.133,train
30339.499_30339.780,train
16617.659_16617.554,train
12304.1594_12304.1724,train
2415.1102_2415.978,train
3346.1788_3346.6176,train
18304.389_18304.390,train
1029.291_1029.301,train
921.1165_921.3013,train
24923.470_24923.459,train
30446.417_30446.486,train
26876.340_26876.265,train
30257.141_30257.228,train
921.1372_921.3423,train
984.468_984.90,train
29827.118_29827.337,train
1029.224_1029.813,train
28620.156_28620.227,train
30339.311_30339.860,train
2168.129_2168.120,train
23298.1640_23298.36,train
30060.37_30060.173,train
24279.43_24279.85,train
30339.893_30339.193,train
12304.634_12304.1599,train
7018.385_7018.593,train
24278.112_24278.296,train
921.2881_921.3298,train
12278.128_12278.550,train
984.1314_984.1328,train
30171.306_30171.287,train
13112.265_13112.511,train
12304.1725_12304.2031,train
984.958_984.428,train
4650.1434_4650.346,train
29993.312_29993.86,train
13112.505_13112.475,train
30279.384_30279.538,train
23808.224_23808.326,train
984.647_984.351,train
19119.458_19119.404,train
2629.8845_2629.9199,train
984.653_984.436,train
29993.289_29993.89,train
20564.50_20564.92,train
23850.717_23850.373,train
921.1443_921.3236,train
19119.501_19119.383,train
12304.1594_12304.1892,train
8522.128_8522.745,train
24278.176_24278.405,train
1029.259_1029.225,train
24431.247_24431.807,train
2415.1452_2415.2180,train
4650.682_4650.1363,train
984.447_984.1674,train
1029.311_1029.55,train
1029.289_1029.383,train
1029.103_1029.397,train
12304.1596_12304.1532,train
19119.531_19119.613,train
3371.3643_3371.3920,train
29827.351_29827.440,train
984.1754_984.455,train
18595.239_18595.282,train
24279.39_24279.250,train
1029.530_1029.398,train
13112.464_13112.402,train
1048.100_1048.98,train
12304.2029_12304.718,train
19119.520_19119.163,train
7055.603_7055.1523,train
984.401_984.248,train
24278.291_24278.564,train
4650.675_4650.1545,train
984.721_984.411,train
3371.3498_3371.3920,train
7055.1519_7055.754,train
2415.1384_2415.2026,train
12278.97_12278.103,train
2871.533_2871.592,train
13112.508_13112.431,train
24923.101_24923.510,train
3346.6142_3346.4893,train
921.578_921.2778,train
19119.398_19119.209,train
3371.2085_3371.3510,train
10250.977_10250.1823,train
984.1299_984.1216,train
984.251_984.374,train
1029.312_1029.176,train
7055.1975_7055.364,train
29943.113_29943.224,train
8539.13_8539.3661,train
24431.953_24431.597,train
2415.1964_2415.874,train
13112.500_13112.181,train
30171.155_30171.316,train
18593.574_18593.632,train
23850.209_23850.845,train
16617.659_16617.164,train
984.454_984.1497,train
984.439_984.71,train
30339.58_30339.872,train
16617.708_16617.656,train
1029.300_1029.516,train
984.193_984.1344,train
1029.228_1029.383,train
984.1680_984.449,train
13112.256_13112.472,train
984.251_984.406,train
12278.488_12278.162,train
984.456_984.640,train
14053.541_14053.349,train
7734.539_7734.675,train
3346.2622_3346.5798,train
24431.888_24431.330,train
486.3804_486.2313,train
486.487_486.2306,train
30181.39_30181.342,train
2871.759_2871.563,train
984.468_984.955,train
921.1443_921.3362,train
984.1307_984.761,train
13219.181_13219.226,train
12304.713_12304.1624,train
12278.240_12278.407,train
16068.2804_16068.1446,train
30171.80_30171.320,train
984.957_984.453,train
19119.524_19119.98,train
24279.43_24279.322,train
30257.274_30257.100,train
6492.1419_6492.1592,train
13112.511_13112.24,train
18304.384_18304.454,train
13112.508_13112.458,train
8539.357_8539.3660,train
3346.6169_3346.2017,train
30257.309_30257.254,train
8539.230_8539.1887,train
29943.232_29943.134,train
8708.2007_8708.938,train
23808.115_23808.72,train
13112.146_13112.450,train
8522.682_8522.94,train
1229.1377_1229.6105,train
486.2335_486.3488,train
2629.8607_2629.17840,train
7055.1918_7055.1896,train
1029.227_1029.794,train
30679.488_30679.380,train
30339.906_30339.592,train
1229.2545_1229.6578,train
1222.202_1222.182,train
24278.111_24278.560,train
30257.252_30257.306,train
1048.122_1048.617,train
12278.407_12278.613,train
921.3353_921.3348,train
13112.469_13112.896,train
1029.299_1029.574,train
12278.393_12278.76,train
984.365_984.1304,train
30181.343_30181.688,train
486.2568_486.3782,train
19119.287_19119.565,train
3346.6142_3346.4777,train
29348.255_29348.241,train
8708.3206_8708.2007,train
29867.185_29867.347,train
1229.5322_1229.1905,train
30257.274_30257.233,train
29348.385_29348.242,train
30181.341_30181.253,train
984.607_984.902,train
3346.7527_3346.6176,train
1222.76_1222.108,train
1029.530_1029.290,train
24278.272_24278.240,train
3371.2942_3371.3375,train
984.627_984.365,train
12304.1581_12304.1616,train
3346.2443_3346.6156,train
29943.95_29943.232,train
29348.239_29348.325,train
6288.382_6288.441,train
1029.98_1029.312,train
1379.426_1379.373,train
486.2313_486.3494,train
3371.3528_3371.1316,train
12304.1616_12304.2017,train
486.3494_486.2305,train
15434.2107_15434.2239,train
984.750_984.387,train
29827.169_29827.126,train
12304.2029_12304.1542,train
29365.435_29365.221,train
4650.1071_4650.1214,train
921.441_921.1166,train
19119.403_19119.39,train
22454.264_22454.1601,train
984.373_984.168,train
30188.304_30188.303,train
12278.192_12278.582,train
1324.2104_1324.1684,train
24279.277_24279.61,train
8539.4513_8539.1890,train
14258.379_14258.267,train
18042.452_18042.182,train
984.477_984.433,train
12278.112_12278.407,train
27246.275_27246.266,train
1379.329_1379.427,train
30446.617_30446.613,train
7055.1023_7055.1523,train
12304.1599_12304.1907,train
984.1297_984.242,train
17715.856_17715.192,train
30738.312_30738.371,train
18304.534_18304.388,train
1324.2429_1324.1684,train
1764.494_1764.682,train
2211.526_2211.289,train
7055.1244_7055.1849,train
24279.127_24279.255,train
24923.66_24923.327,train
1785.655_1785.378,train
1692.626_1692.611,train
984.407_984.247,train
3346.5707_3346.7076,train
13112.541_13112.489,train
12304.1616_12304.1630,train
3346.2874_3346.6144,train
13112.367_13112.476,train
13112.310_13112.500,train
5496.1299_5496.965,train
7055.309_7055.1523,train
30171.163_30171.318,train
2364.598_2364.462,train
30181.343_30181.734,train
984.959_984.413,train
2027.642_2027.422,train
4650.1210_4650.1038,train
2871.629_2871.537,train
4458.1766_4458.873,train
1222.202_1222.186,train
16617.306_16617.651,train
984.248_984.477,train
984.750_984.195,train
984.874_984.769,train
984.444_984.1750,train
12304.2096_12304.1532,train
984.1681_984.396,train
9760.98_9760.341,train
16617.111_16617.772,train
984.248_984.666,train
30257.56_30257.309,train
984.290_984.390,train
12304.1530_12304.1492,train
7304.689_7304.704,train
16174.374_16174.295,train
3371.1021_3371.3939,train
486.2297_486.3296,train
29365.163_29365.375,train
4650.1050_4650.1135,train
984.1314_984.1339,train
984.476_984.1746,train
3346.7186_3346.6138,train
18009.357_18009.296,train
13112.1_13112.450,train
984.461_984.436,train
984.954_984.401,train
12278.393_12278.75,train
486.2313_486.2601,train
3346.6393_3346.6167,train
28423.162_28423.250,train
13112.494_13112.488,train
23850.488_23850.723,train
30446.314_30446.500,train
16617.717_16617.813,train
984.380_984.634,train
30339.893_30339.24,train
1048.115_1048.1874,train
984.460_984.1125,train
984.858_984.446,train
984.642_984.673,train
3371.2162_3371.985,train
24279.95_24279.250,train
17978.159_17978.290,train
1029.228_1029.89,train
486.2298_486.1053,train
984.750_984.243,train
486.2686_486.2298,train
14255.1216_14255.2349,train
30188.289_30188.210,train
18042.1027_18042.203,train
7055.1895_7055.892,train
21844.52_21844.68,train
2415.1749_2415.2133,train
15434.4863_15434.143,train
30171.351_30171.210,train
1029.556_1029.286,train
8539.5317_8539.3660,train
2415.750_2415.1712,train
24278.369_24278.297,train
984.464_984.287,train
23850.858_23850.225,train
24252.454_24252.296,train
24923.103_24923.166,train
30339.872_30339.294,train
12278.144_12278.256,train
1029.311_1029.324,train
25244.222_25244.148,train
4650.1434_4650.936,train
2415.395_2415.1753,train
16068.933_16068.1450,train
1029.286_1029.412,train
2027.304_2027.420,train
963.215_963.157,train
1048.124_1048.1902,train
984.403_984.1511,train
984.289_984.480,train
984.1447_984.1300,train
4650.1034_4650.1046,train
12304.703_12304.1713,train
24431.1050_24431.658,train
30171.35_30171.210,train
984.385_984.211,train
486.3484_486.2294,train
1715.423_1715.177,train
13112.494_13112.264,train
1048.113_1048.2566,train
7055.760_7055.1292,train
4650.1217_4650.1481,train
2141.1222_2141.1625,train
22454.352_22454.1594,train
10250.977_10250.1887,train
16173.116_16173.642,train
984.385_984.48,train
24278.139_24278.404,train
13112.310_13112.478,train
921.1415_921.2843,train
1764.227_1764.194,train
30339.12_30339.858,train
30181.296_30181.303,train
16617.771_16617.451,train
28620.166_28620.286,train
984.439_984.1683,train
16617.652_16617.562,train
29355.438_29355.372,train
1048.100_1048.1288,train
2629.8593_2629.17590,train
14258.524_14258.97,train
984.457_984.1007,train
1029.253_1029.392,train
30446.555_30446.389,train
984.473_984.1336,train
24278.76_24278.218,train
1229.1245_1229.2904,train
1266.800_1266.1576,train
13112.476_13112.528,train
3346.1073_3346.2628,train
30339.264_30339.742,train
18042.333_18042.1027,train
984.1275_984.164,train
13112.493_13112.83,train
1048.2306_1048.111,train
29365.446_29365.246,train
13112.10_13112.498,train
24431.2393_24431.888,train
4650.1446_4650.926,train
984.287_984.673,train
19648.151_19648.44,train
28455.249_28455.162,train
27520.105_27520.68,train
12304.1996_12304.1679,train
2903.299_2903.401,train
24279.62_24279.127,train
921.3271_921.3345,train
29365.252_29365.374,train
984.331_984.53,train
12278.123_12278.367,train
2871.573_2871.183,train
984.468_984.163,train
12304.1588_12304.1696,train
12304.1892_12304.2015,train
24279.196_24279.344,train
984.646_984.1338,train
17715.415_17715.1415,train
25244.298_25244.222,train
13112.447_13112.527,train
4650.1434_4650.1455,train
486.2309_486.3729,train
30446.539_30446.382,train
19119.613_19119.545,train
24279.98_24279.248,train
30181.70_30181.342,train
921.3353_921.1444,train
18304.314_18304.372,train
984.330_984.863,train
27791.220_27791.45,train
22454.404_22454.1577,train
16174.295_16174.129,train
13283.661_13283.918,train
23850.723_23850.51,train
1048.98_1048.81,train
13283.922_13283.581,train
24923.103_24923.305,train
486.2920_486.2306,train
12304.1386_12304.1616,train
2871.556_2871.896,train
13112.487_13112.234,train
30171.136_30171.238,train
30060.169_30060.63,train
30339.35_30339.203,train
16617.726_16617.727,train
30171.82_30171.267,train
16836.216_16836.271,train
24278.296_24278.221,train
3346.6169_3346.6183,train
984.1297_984.314,train
984.475_984.858,train
13112.33_13112.446,train
13112.480_13112.336,train
24431.2188_24431.659,train
13112.454_13112.32,train
18304.383_18304.442,train
13112.520_13112.224,train
984.244_984.374,train
7304.667_7304.463,train
984.1745_984.344,train
14258.374_14258.304,train
2415.1756_2415.747,train
3371.2942_3371.1284,train
30257.310_30257.220,train
1029.257_1029.145,train
30171.233_30171.126,train
24252.489_24252.405,train
984.627_984.672,train
16617.173_16617.664,train
7304.689_7304.258,train
13112.999_13112.528,train
24278.292_24278.309,train
24923.460_24923.379,train
19119.640_19119.514,train
1029.194_1029.286,train
1048.126_1048.132,train
984.439_984.631,train
30181.296_30181.696,train
23850.846_23850.491,train
984.625_984.469,train
19119.544_19119.421,train
1764.304_1764.1247,train
29964.147_29964.161,train
30171.315_30171.229,train
30171.333_30171.44,train
29964.376_29964.369,train
18595.313_18595.275,train
984.385_984.314,train
12304.1386_12304.1599,train
30171.313_30171.256,train
18595.284_18595.276,train
24431.659_24431.2161,train
984.465_984.1218,train
7055.353_7055.1850,train
22454.345_22454.1603,train
24279.167_24279.58,train
30339.858_30339.266,train
12278.192_12278.102,train
3371.2329_3371.3529,train
1764.660_1764.1158,train
2415.1678_2415.1310,train
16617.722_16617.649,train
7055.1215_7055.1897,train
24279.40_24279.451,train
13283.920_13283.1055,train
12278.392_12278.623,train
963.214_963.283,train
1029.209_1029.826,train
4650.1034_4650.492,train
984.773_984.1300,train
7055.1309_7055.1866,train
9760.330_9760.236,train
984.1744_984.446,train
28455.163_28455.416,train
7721.472_7721.650,train
12304.149_12304.1949,train
984.444_984.174,train
984.958_984.410,train
13112.999_13112.501,train
16617.554_16617.656,train
7055.1735_7055.1852,train
24279.127_24279.62,train
1922.1858_1922.580,train
13219.297_13219.223,train
19119.614_19119.311,train
13219.326_13219.239,train
984.244_984.400,train
3371.1793_3371.3937,train
13864.230_13864.364,train
4650.1056_4650.1195,train
30181.341_30181.212,train
2364.95_2364.648,train
12304.1599_12304.1517,train
30339.519_30339.870,train
3346.6142_3346.2499,train
984.454_984.42,train
25244.324_25244.214,train
486.2568_486.2310,train
2141.1217_2141.381,train
1029.261_1029.58,train
2141.1217_2141.601,train
28620.155_28620.81,train
984.447_984.763,train
13517.91_13517.127,train
16617.132_16617.664,train
2168.137_2168.69,train
8708.3125_8708.1808,train
3371.3940_3371.3511,train
13112.492_13112.7,train
29964.384_29964.373,train
30171.123_30171.313,train
24279.175_24279.40,train
19119.654_19119.390,train
24431.331_24431.883,train
29964.187_29964.230,train
13283.910_13283.627,train
19119.199_19119.523,train
12304.1725_12304.783,train
3346.1025_3346.6232,train
984.1754_984.480,train
5359.517_5359.337,train
7304.667_7304.450,train
24279.295_24279.254,train
22454.356_22454.405,train
23850.212_23850.869,train
16173.178_16173.119,train
30171.284_30171.61,train
984.99_984.1268,train
18304.87_18304.371,train
13112.469_13112.456,train
984.1754_984.838,train
984.459_984.347,train
8708.2278_8708.3189,train
984.959_984.1272,train
30171.161_30171.334,train
7734.1299_7734.1336,train
10035.223_10035.199,train
1029.257_1029.332,train
16617.659_16617.783,train
24278.241_24278.122,train
984.190_984.407,train
30171.116_30171.351,train
12304.1665_12304.1949,train
30339.872_30339.575,train
30279.471_30279.230,train
30279.534_30279.110,train
6492.904_6492.1037,train
14272.299_14272.503,train
13112.447_13112.83,train
984.476_984.633,train
8708.344_8708.2007,train
29964.374_29964.55,train
984.633_984.393,train
17715.424_17715.1067,train
12304.1373_12304.709,train
25244.258_25244.275,train
24431.794_24431.660,train
24252.401_24252.453,train
30257.280_30257.227,train
23298.1640_23298.2734,train
984.1266_984.465,train
984.953_984.1299,train
19119.520_19119.207,train
30171.313_30171.82,train
7055.421_7055.1523,train
18304.443_18304.178,train
3346.6142_3346.1379,train
1029.9_1029.226,train
984.461_984.242,train
29355.202_29355.388,train
29929.223_29929.253,train
7304.689_7304.641,train
7018.385_7018.1340,train
30257.305_30257.215,train
3371.1934_3371.2993,train
24278.573_24278.113,train
13112.33_13112.521,train
24278.325_24278.291,train
2415.2102_2415.747,train
4650.161_4650.1553,train
1029.396_1029.510,train
9760.225_9760.341,train
12278.407_12278.129,train
28423.256_28423.246,train
23808.267_23808.72,train
7304.193_7304.667,train
984.252_984.343,train
4650.1535_4650.1137,train
29943.232_29943.283,train
29827.128_29827.335,train
3371.461_3371.3941,train
23850.845_23850.547,train
1222.43_1222.108,train
3346.7177_3346.6098,train
29827.351_29827.177,train
984.1761_984.414,train
30171.238_30171.356,train
30446.555_30446.273,train
24279.210_24279.61,train
30171.291_30171.307,train
7055.972_7055.318,train
3346.2122_3346.6168,train
13112.541_13112.113,train
984.625_984.1344,train
19119.366_19119.611,train
30171.115_30171.273,train
24923.269_24923.103,train
24431.813_24431.660,train
25244.224_25244.324,train
7304.687_7304.634,train
12278.139_12278.483,train
19119.523_19119.654,train
12304.1443_12304.1698,train
18304.415_18304.425,train
3371.2987_3371.3940,train
12278.161_12278.477,train
12304.1799_12304.1513,train
22454.357_22454.1535,train
23808.324_23808.66,train
16617.771_16617.700,train
12304.1543_12304.714,train
921.3350_921.2961,train
12304.1693_12304.719,train
13112.508_13112.492,train
23298.1608_23298.1858,train
30339.499_30339.260,train
24252.272_24252.452,train
984.1240_984.874,train
8040.1306_8040.932,train
984.633_984.470,train
30181.129_30181.676,train
13112.388_13112.452,train
486.2299_486.1629,train
28423.247_28423.301,train
12278.161_12278.83,train
2799.478_2799.1110,train
984.1756_984.1340,train
13283.920_13283.191,train
984.401_984.862,train
13112.506_13112.262,train
1029.513_1029.302,train
984.1328_984.164,train
30339.453_30339.858,train
921.29_921.3300,train
22454.1669_22454.355,train
1029.409_1029.300,train
1229.3790_1229.4070,train
30339.779_30339.586,train
15434.4863_15434.2104,train
3371.1781_3371.965,train
12304.474_12304.2067,train
19119.504_19119.553,train
486.2301_486.3174,train
12304.585_12304.1599,train
24431.659_24431.310,train
13283.1046_13283.495,train
7055.1519_7055.883,train
2415.1742_2415.1442,train
18009.567_18009.296,train
20564.574_20564.51,train
19119.543_19119.464,train
1048.122_1048.2569,train
30279.532_30279.230,train
984.1756_984.317,train
486.141_486.2308,train
1764.304_1764.342,train
3371.2011_3371.3952,train
17715.198_17715.508,train
984.428_984.41,train
30446.153_30446.555,train
12278.112_12278.225,train
2415.384_2415.2137,train
1229.547_1229.6928,train
30171.291_30171.73,train
984.1240_984.720,train
29964.298_29964.304,train
29320.999_29320.449,train
6288.179_6288.418,train
12304.1359_12304.718,train
27791.220_27791.47,train
984.460_984.245,train
26322.572_26322.589,train
12278.129_12278.241,train
16068.458_16068.1441,train
14272.306_14272.504,train
13112.506_13112.240,train
29993.312_29993.220,train
30171.136_30171.311,train
30257.244_30257.230,train
29993.289_29993.371,train
30171.346_30171.44,train
3346.6169_3346.1073,train
9647.821_9647.896,train
13112.487_13112.111,train
921.3350_921.3342,train
1029.58_1029.298,train
1029.258_1029.803,train
3371.3645_3371.3211,train
3371.1247_3371.3508,train
18304.560_18304.389,train
30051.403_30051.350,train
984.1471_984.1270,train
25244.211_25244.297,train
4650.1033_4650.1089,train
10134.723_10134.927,train
984.289_984.479,train
921.3350_921.2735,train
25497.144_25497.358,train
13112.541_13112.461,train
16836.217_16836.271,train
4650.1207_4650.1554,train
3371.3940_3371.159,train
13112.261_13112.1001,train
984.460_984.1741,train
3371.2190_3371.3952,train
4650.1444_4650.1079,train
3371.1251_3371.3929,train
29320.805_29320.695,train
1379.425_1379.388,train
2903.330_2903.391,train
30171.40_30171.330,train
3371.3643_3371.3952,train
1324.1767_1324.1544,train
984.385_984.60,train
4650.1523_4650.1310,train
1229.1390_1229.1780,train
486.1027_486.2304,train
486.2297_486.3783,train
1785.820_1785.378,train
4650.1033_4650.992,train
12304.843_12304.1530,train
1229.4193_1229.1379,train
486.2301_486.897,train
7055.1244_7055.1191,train
24923.327_24923.98,train
984.473_984.196,train
3371.1029_3371.3937,train
29964.229_29964.369,train
984.1296_984.440,train
12304.1701_12304.1449,train
9394.956_9394.612,train
18393.558_18393.352,train
30171.155_30171.238,train
3371.1284_3371.1471,train
30171.237_30171.214,train
29964.230_29964.389,train
30171.57_30171.334,train
1222.226_1222.186,train
1029.228_1029.247,train
984.1240_984.379,train
13112.483_13112.456,train
30257.282_30257.274,train
1029.533_1029.412,train
3346.2358_3346.6148,train
984.154_984.416,train
12278.194_12278.475,train
26120.209_26120.46,train
13283.1046_13283.442,train
10250.977_10250.2003,train
3171.276_3171.501,train
984.308_984.750,train
7055.224_7055.1518,train
3371.2162_3371.2898,train
30339.203_30339.856,train
8539.4732_8539.3661,train
18304.393_18304.347,train
1029.243_1029.252,train
1029.296_1029.574,train
16617.341_16617.772,train
1048.113_1048.2041,train
18304.393_18304.304,train
984.42_984.246,train
24279.40_24279.311,train
12278.139_12278.336,train
28620.285_28620.163,train
30171.334_30171.160,train
26876.264_26876.434,train
29348.196_29348.276,train
2629.17632_2629.8595,train
8539.13_8539.3660,train
984.958_984.444,train
486.3647_486.2224,train
30257.203_30257.169,train
26876.288_26876.49,train
3371.3759_3371.3497,train
24279.36_24279.208,train
13219.253_13219.332,train
984.1745_984.414,train
1029.259_1029.220,train
1048.62_1048.1288,train
984.1314_984.352,train
30257.193_30257.362,train
13112.508_13112.177,train
24278.120_24278.221,train
30051.403_30051.115,train
30171.138_30171.346,train
984.864_984.1336,train
28455.464_28455.161,train
16617.771_16617.626,train
13112.451_13112.506,train
2415.752_2415.1748,train
23850.721_23850.463,train
29827.182_29827.129,train
984.351_984.454,train
984.449_984.265,train
984.228_984.1330,train
30181.355_30181.675,train
3346.5930_3346.6167,train
984.1216_984.473,train
984.403_984.1473,train
23850.425_23850.721,train
30171.346_30171.238,train
