pairid,split
1634.1_1634.8059,train
12828.1_12828.453,train
17840.1_17840.11,train
1266.1_1266.1283,train
3692.1_3692.785,train
14198.5_14198.32,train
15978.1_15978.67,train
1955.1_1955.289,train
2408.1_2408.1144,train
16218.1_16218.485,train
2408.1_2408.4065,train
5637.1_5637.37,train
18056.1_18056.4,train
18637.1_18637.2,train
13057.1_13057.60,train
2995.2_2995.817,train
2995.2_2995.1035,train
2217.1_2217.196,train
2408.1_2408.378,train
9762.1_9762.796,train
14350.1_14350.15,train
6116.1_6116.258,train
14956.1_14956.100,train
2469.599_2469.935,train
2211.1_2211.904,train
1266.1_1266.990,train
8516.1_8516.826,train
5746.1_5746.70,train
1634.1_1634.4841,train
1473.315_1473.667,train
2408.1_2408.343,train
8708.1_8708.744,train
3346.1_3346.3198,train
9762.1_9762.215,train
9128.1_9128.11,train
1413.1_1413.2744,train
3346.1_3346.5548,train
9762.1_9762.1145,train
8516.1_8516.626,train
12650.10_12650.39,train
3692.1_3692.296,train
2853.1_2853.21,train
2141.1_2141.10,train
4415.1_4415.238,train
2219.1_2219.739,train
1229.1_1229.5083,train
2762.1_2762.3743,train
1323.1_1323.2096,train
1229.1_1229.2773,train
2439.1_2439.483,train
17773.1_17773.233,train
1955.1_1955.24,train
3346.6139_3346.6151,train
9269.40_9269.53,train
17045.4_17045.6,train
28136.1_28136.6,train
2903.1_2903.173,train
2853.1_2853.638,train
12828.1_12828.437,train
1128.1_1128.458,train
30171.1_30171.6,train
8547.1_8547.106,train
3692.1_3692.641,train
1592.3_1592.450,train
19174.1_19174.3,train
5637.1_5637.35,train
4458.73_4458.74,train
1335.1_1335.145,train
1634.1_1634.3179,train
2027.506_2027.892,train
1634.1_1634.9388,train
9269.40_9269.350,train
29993.4_29993.107,train
16974.1_16974.9,train
5637.1245_5637.1250,train
5601.872_5601.1328,train
9647.1_9647.605,train
801.1_801.1972,train
2856.1_2856.222,train
2856.1_2856.549,train
18590.1_18590.5,train
2995.1273_2995.1287,train
4479.1_4479.113,train
2408.1082_2408.3415,train
23597.1_23597.31,train
2868.1_2868.322,train
2368.1_2368.769,train
10134.1_10134.523,train
1266.1_1266.6,train
1634.1_1634.3132,train
15978.1_15978.461,train
15978.1_15978.50,train
3692.1_3692.468,train
24646.1_24646.7,train
6980.1_6980.115,train
1108.1_1108.88,train
1474.86_1474.258,train
2091.1_2091.2480,train
8516.1_8516.744,train
1324.1_1324.2980,train
14956.1_14956.125,train
1414.29_1414.768,train
1324.1_1324.2615,train
2871.1_2871.213,train
9354.1_9354.665,train
3346.1_3346.5534,train
1634.1_1634.1463,train
11798.1_11798.44,train
9354.1_9354.686,train
14272.1_14272.8,train
5637.1245_5637.4164,train
1229.1_1229.2731,train
29707.1_29707.39,train
5496.1_5496.1557,train
10134.1_10134.6,train
10098.1_10098.381,train
16218.1_16218.37,train
3346.1_3346.6409,train
1922.1_1922.1049,train
1922.1_1922.1525,train
801.321_801.1647,train
14956.1_14956.333,train
2762.1_2762.1564,train
19174.1_19174.9,train
8267.1_8267.22,train
7100.1_7100.2080,train
9354.1_9354.57,train
13208.1_13208.98,train
1764.15_1764.161,train
1922.1_1922.2099,train
8752.1_8752.7,train
9734.1_9734.55,train
7100.1_7100.800,train
1108.1_1108.1305,train
3991.1_3991.2,train
7304.2_7304.25,train
3529.1_3529.1265,train
11720.1_11720.1541,train
1229.1_1229.2101,train
2439.1_2439.8,train
16826.1_16826.44,train
14932.1_14932.10,train
3346.1_3346.1437,train
23298.1_23298.1882,train
15238.1_15238.5,train
2903.1_2903.508,train
1324.1_1324.3982,train
5292.7_5292.21,train
1229.1_1229.3817,train
2762.1_2762.2369,train
1634.1_1634.5248,train
5087.1_5087.73,train
1324.1_1324.2617,train
2368.1_2368.1015,train
11175.1_11175.241,train
13817.1_13817.39,train
16218.1_16218.332,train
30188.1_30188.7,train
2856.56_2856.772,train
2211.1_2211.963,train
2469.1_2469.1185,train
1926.1_1926.618,train
939.1_939.737,train
5601.1_5601.1119,train
4148.1_4148.387,train
14255.1_14255.372,train
29707.1_29707.4,train
22084.1_22084.8,train
1128.1_1128.475,train
2368.1_2368.1386,train
24424.1_24424.3,train
1108.1_1108.193,train
2871.1_2871.362,train
3346.1_3346.1752,train
1324.1_1324.744,train
5904.1_5904.499,train
2851.411_2851.1935,train
29207.1_29207.39,train
18325.1_18325.4,train
10134.1_10134.1082,train
3346.1_3346.2283,train
2762.1_2762.4882,train
14350.1_14350.20,train
18637.1_18637.65,train
13348.1_13348.329,train
30281.1_30281.286,train
15965.3_15965.75,train
2024.1_2024.2265,train
3346.1_3346.109,train
2762.1_2762.890,train
4415.1_4415.445,train
2469.1_2469.1399,train
7304.1_7304.123,train
2217.1_2217.64,train
20564.1_20564.41,train
1592.3_1592.646,train
2762.1_2762.829,train
10098.1_10098.92,train
2141.1_2141.89,train
3371.856_3371.1052,train
801.1_801.1980,train
12278.1_12278.230,train
1528.1_1528.234,train
13057.1_13057.90,train
10068.1_10068.6,train
1413.1_1413.193,train
8516.1_8516.590,train
25803.1_25803.7,train
1229.1_1229.4102,train
9197.1_9197.95,train
4479.10_4479.170,train
4272.1_4272.2,train
22454.1_22454.540,train
12626.1_12626.802,train
2408.1_2408.5,train
3692.1_3692.833,train
1634.1_1634.2207,train
10250.1_10250.2226,train
9762.1_9762.1525,train
13517.11_13517.117,train
13623.1_13623.94,train
1926.1_1926.1182,train
1229.1_1229.3662,train
16826.1_16826.6,train
10049.1_10049.452,train
12945.1_12945.266,train
4415.1_4415.102,train
6295.1_6295.2613,train
1926.1_1926.764,train
14258.1_14258.30,train
2408.1_2408.609,train
1291.1_1291.1538,train
985.1_985.1967,train
1470.7_1470.1552,train
13449.1_13449.100,train
12278.1_12278.612,train
1470.1_1470.1573,train
16863.1_16863.39,train
2903.5_2903.561,train
16026.1_16026.14,train
13269.1_13269.3,train
2439.1_2439.266,train
29370.1_29370.6,train
16974.1_16974.21,train
985.1_985.1659,train
2851.411_2851.472,train
2368.1_2368.1080,train
6844.1_6844.113,train
8752.1_8752.18,train
6295.1_6295.587,train
6351.8_6351.1092,train
2141.1_2141.952,train
1634.1_1634.4873,train
4479.10_4479.434,train
444.1_444.340,train
4148.963_4148.2103,train
10120.1_10120.12,train
1764.1_1764.365,train
5601.874_5601.2329,train
12626.1_12626.433,train
1229.1_1229.3985,train
10134.1_10134.1394,train
13283.1_13283.841,train
2091.1_2091.2463,train
2799.1_2799.437,train
2762.1_2762.1784,train
4650.3_4650.12,train
2091.1_2091.136,train
8522.1_8522.15,train
3346.1_3346.6322,train
2853.1_2853.149,train
4774.1_4774.526,train
22421.1_22421.51,train
16035.1_16035.3,train
15269.1_15269.7,train
12100.1_12100.86,train
1413.1_1413.219,train
12828.1_12828.21,train
12626.1_12626.6,train
2868.1_2868.353,train
11268.1_11268.31,train
16566.1_16566.189,train
985.1_985.571,train
9903.1_9903.118,train
4540.1_4540.91,train
3454.1_3454.42,train
2027.1047_2027.1054,train
19017.1_19017.17,train
13348.1_13348.218,train
25803.1_25803.158,train
4774.1_4774.148,train
2856.1_2856.985,train
1474.86_1474.95,train
6844.1_6844.52,train
13282.86_13282.87,train
1926.1_1926.793,train
9396.1_9396.5,train
2762.1_2762.617,train
3346.1_3346.212,train
2368.1_2368.218,train
24623.1_24623.6,train
4774.1_4774.221,train
14255.1_14255.292,train
21194.1_21194.3,train
1634.1_1634.5425,train
3253.1_3253.324,train
4415.1_4415.121,train
18634.1_18634.3,train
2903.1_2903.526,train
8457.1_8457.103,train
1413.1_1413.160,train
18720.1_18720.516,train
1922.1_1922.2319,train
16560.67_16560.71,train
22421.1_22421.5,train
7100.1_7100.1623,train
801.1_801.2709,train
15098.1_15098.46,train
30084.1_30084.3,train
2495.1_2495.913,train
1413.1_1413.2164,train
5601.1_5601.428,train
3692.1_3692.1154,train
1324.1_1324.3734,train
1546.1_1546.29,train
486.1_486.3037,train
4711.34_4711.120,train
5637.1_5637.2343,train
5087.1_5087.28,train
14255.4_14255.310,train
2469.1_2469.1179,train
23850.577_23850.587,train
16931.1_16931.88,train
2091.1227_2091.1675,train
9197.1_9197.16,train
2024.1_2024.3273,train
1592.2_1592.1253,train
5904.1_5904.77,train
13348.1_13348.61,train
1291.1_1291.2055,train
2868.1_2868.262,train
6980.1_6980.117,train
8708.1_8708.3243,train
9903.1_9903.153,train
5637.1_5637.2733,train
29207.1_29207.9,train
9354.1_9354.284,train
1229.1_1229.569,train
2762.1_2762.437,train
22454.1_22454.1201,train
1413.1_1413.1913,train
2027.506_2027.849,train
15978.1_15978.9,train
7865.1026_7865.1117,train
12650.1_12650.19,train
10214.1_10214.18,train
1323.1_1323.2279,train
17750.1_17750.35,train
8148.1_8148.7,train
21159.1_21159.100,train
2495.1_2495.430,train
15900.1_15900.68,train
5637.1_5637.3758,train
1324.1_1324.3743,train
2495.1_2495.1103,train
1634.1_1634.4003,train
1926.1_1926.1557,train
14255.1_14255.125,train
16826.1_16826.272,train
8246.148_8246.183,train
14416.1_14416.57,train
2214.27_2214.459,train
2903.1_2903.1423,train
29827.1_29827.431,train
21039.1_21039.2,train
3346.1_3346.5725,train
2027.1043_2027.2159,train
7738.1_7738.8,train
9128.1_9128.74,train
2903.1_2903.629,train
16674.18_16674.133,train
18720.1_18720.79,train
1692.1_1692.1125,train
2995.2_2995.882,train
1634.1_1634.5880,train
13208.1_13208.155,train
15434.1_15434.102,train
1335.1_1335.122,train
10120.1_10120.9,train
10134.1_10134.1381,train
1528.1_1528.1018,train
2160.1_2160.140,train
2799.1_2799.87,train
1027.1_1027.4956,train
2469.1_2469.1287,train
16566.1_16566.37,train
14974.2_14974.48,train
2214.1_2214.2886,train
985.1_985.2028,train
1323.1_1323.758,train
7835.1_7835.8,train
15978.1_15978.754,train
939.1_939.750,train
4624.1_4624.109,train
30171.231_30171.246,train
5496.1_5496.281,train
28474.1_28474.5,train
1634.1_1634.5958,train
1335.1_1335.85,train
3346.1_3346.4940,train
16322.1_16322.633,train
14345.1_14345.9,train
2995.1_2995.488,train
17775.1_17775.9,train
7100.1_7100.201,train
15978.70_15978.80,train
10068.1_10068.102,train
30084.1_30084.21,train
2469.1_2469.1538,train
984.357_984.358,train
12626.1_12626.739,train
8708.1_8708.3210,train
5637.1_5637.5,train
2903.1_2903.691,train
12828.1_12828.461,train
2495.1_2495.877,train
21064.1_21064.39,train
6295.1_6295.3680,train
13283.1_13283.638,train
3346.1_3346.2330,train
1324.1_1324.4145,train
1324.1_1324.2658,train
13623.6_13623.65,train
9197.1_9197.130,train
2408.1_2408.889,train
4148.1_4148.1230,train
12100.1_12100.52,train
2762.1_2762.3447,train
2851.1_2851.51,train
9647.1_9647.134,train
1266.1_1266.1332,train
1955.1_1955.297,train
7721.1_7721.926,train
26696.1_26696.9,train
9716.1_9716.10,train
2871.1_2871.185,train
1764.1_1764.1656,train
14119.1_14119.66,train
12546.1_12546.28,train
2214.27_2214.64,train
1413.1_1413.167,train
2495.1_2495.83,train
486.1_486.517,train
5601.1_5601.3017,train
10134.1_10134.890,train
1414.29_1414.557,train
9354.1_9354.558,train
2439.1_2439.285,train
13208.1_13208.46,train
22454.1_22454.465,train
7835.1_7835.6,train
15434.1_15434.4751,train
14956.1_14956.9,train
7100.1_7100.349,train
2368.1_2368.2058,train
5601.872_5601.880,train
11175.1_11175.101,train
1413.1_1413.2365,train
7738.1_7738.314,train
1692.1_1692.1170,train
939.1_939.15,train
4540.1_4540.68,train
1473.1_1473.319,train
4272.1_4272.22,train
10134.1_10134.444,train
2762.1_2762.3394,train
8547.1_8547.82,train
2408.1_2408.426,train
1922.1_1922.1522,train
13520.63_13520.64,train
18668.1_18668.8,train
4608.14_4608.44,train
14255.1_14255.938,train
1955.1_1955.1212,train
3346.1_3346.1812,train
5746.1_5746.141,train
1324.1_1324.3070,train
30257.2_30257.6,train
4201.1_4201.49,train
14350.1_14350.28,train
3454.1_3454.434,train
3454.1_3454.48,train
3346.1_3346.5514,train
2160.1_2160.52,train
1634.1_1634.1211,train
6351.8_6351.200,train
29497.1_29497.89,train
3346.1_3346.5068,train
16566.1_16566.139,train
1108.1_1108.824,train
11720.1_11720.1082,train
7738.1_7738.300,train
2853.1_2853.644,train
13269.1_13269.7,train
8148.1_8148.163,train
2871.318_2871.755,train
18432.1_18432.4,train
2214.1_2214.1392,train
12228.1_12228.189,train
2995.1_2995.363,train
2027.1042_2027.2337,train
2408.1_2408.189,train
4540.1_4540.82,train
14956.1_14956.215,train
16560.14_16560.259,train
985.1_985.1921,train
14255.1_14255.1187,train
9716.1_9716.8,train
5637.1_5637.4038,train
8547.1_8547.46,train
2368.1_2368.360,train
985.1_985.1029,train
2495.1_2495.1066,train
9762.1_9762.317,train
3346.1_3346.1439,train
12626.1_12626.425,train
2368.1_2368.995,train
8752.132_8752.136,train
15434.1_15434.12263,train
1266.1_1266.541,train
1324.1_1324.60,train
14770.1_14770.8,train
17763.1_17763.9,train
5904.1_5904.676,train
13187.1_13187.299,train
1128.1_1128.606,train
6295.1_6295.2800,train
1634.1_1634.7061,train
7304.9_7304.316,train
6351.8_6351.1077,train
1692.1_1692.2,train
1922.1_1922.1271,train
1926.1_1926.588,train
6980.1_6980.21,train
1926.1_1926.737,train
2868.1_2868.253,train
16899.1_16899.41,train
16680.1_16680.2,train
1473.315_1473.740,train
1926.6_1926.1804,train
801.1_801.2372,train
17848.1_17848.38,train
985.1_985.620,train
10068.1_10068.75,train
2856.1_2856.1350,train
16322.1_16322.12,train
11720.1_11720.5,train
26950.1_26950.30,train
4415.1_4415.360,train
1546.1_1546.66,train
10049.1_10049.426,train
24646.1_24646.2,train
2408.1_2408.3407,train
16618.1_16618.5,train
1324.1_1324.3840,train
7721.1_7721.355,train
985.1_985.1793,train
12278.1_12278.633,train
2995.2_2995.833,train
18432.1_18432.10,train
8708.1_8708.3,train
2024.1_2024.3065,train
3991.1_3991.11,train
5746.1_5746.29,train
1634.1_1634.5863,train
7721.1_7721.233,train
12828.1_12828.116,train
15978.1_15978.42,train
4540.1_4540.2183,train
15434.1_15434.4758,train
5292.7_5292.331,train
10250.1_10250.309,train
1229.1_1229.5176,train
2214.1_2214.1072,train
2469.1_2469.1359,train
18056.1_18056.3,train
12991.1_12991.6,train
8708.1_8708.2877,train
25803.1_25803.97,train
1413.1_1413.310,train
1335.1_1335.46,train
15695.1_15695.36,train
13386.1_13386.55,train
13237.1_13237.55,train
7999.1_7999.93,train
6295.1_6295.2911,train
13057.1_13057.88,train
2214.1_2214.105,train
10134.105_10134.149,train
1266.1_1266.880,train
1266.1_1266.702,train
10154.1_10154.14,train
14974.2_14974.32,train
4415.1_4415.419,train
2495.1_2495.139,train
4540.1_4540.563,train
16174.1_16174.9,train
2762.1_2762.1141,train
17721.1_17721.362,train
8756.1_8756.22,train
1413.1_1413.3190,train
2408.1_2408.612,train
1922.1_1922.10,train
2799.1_2799.366,train
10250.1_10250.1263,train
16566.1_16566.124,train
11720.1_11720.613,train
1324.1_1324.646,train
10134.1_10134.313,train
2368.1_2368.786,train
8148.1_8148.44,train
10134.1_10134.1051,train
8708.1_8708.47,train
13386.1_13386.210,train
2219.1_2219.644,train
2219.1_2219.853,train
2903.5_2903.407,train
28210.1_28210.24,train
21194.1_21194.80,train
2214.1_2214.2137,train
2024.1_2024.1864,train
13237.1_13237.44,train
1926.1_1926.1637,train
14932.1_14932.31,train
18593.521_18593.524,train
7614.1_7614.75,train
15434.1_15434.4739,train
10214.1_10214.208,train
16931.1_16931.130,train
13269.1_13269.6,train
1413.1_1413.522,train
1764.5_1764.851,train
2903.1_2903.1524,train
24424.1_24424.22,train
4774.1_4774.513,train
7100.1_7100.949,train
11175.1_11175.105,train
9396.1_9396.6,train
27425.1_27425.33,train
2214.1_2214.2437,train
2408.1_2408.1266,train
3529.1_3529.216,train
2160.1_2160.94,train
2469.1_2469.858,train
27396.8_27396.39,train
1335.1_1335.131,train
1323.1_1323.460,train
18720.5_18720.78,train
3692.1_3692.1128,train
29827.1_29827.330,train
13237.1_13237.9,train
2024.1_2024.2816,train
10250.1_10250.2135,train
1233.1_1233.466,train
3346.1_3346.4841,train
1474.2_1474.41,train
985.1_985.663,train
9269.1_9269.511,train
4148.1_4148.726,train
1634.1_1634.5655,train
7304.1_7304.126,train
10134.1_10134.596,train
2903.1_2903.204,train
2091.54_2091.416,train
8522.1_8522.2,train
4615.1_4615.539,train
2408.1_2408.355,train
28210.1_28210.6,train
8606.337_8606.381,train
3346.1_3346.2292,train
3346.1_3346.5197,train
2903.1_2903.729,train
5637.1_5637.2676,train
29992.1_29992.18,train
21024.1_21024.39,train
2762.1_2762.3408,train
4711.1_4711.71,train
2024.1_2024.2090,train
18720.1_18720.74,train
1470.1_1470.554,train
15238.1_15238.7,train
14053.1_14053.528,train
1634.1_1634.2363,train
9734.1_9734.954,train
10134.105_10134.329,train
9903.1_9903.146,train
14053.1_14053.46,train
2762.1_2762.1331,train
3454.1_3454.29,train
2995.1381_2995.1587,train
10049.1_10049.221,train
985.1_985.680,train
3529.1_3529.961,train
7721.1_7721.404,train
4624.1_4624.111,train
9734.1_9734.156,train
7487.1_7487.269,train
7565.1_7565.70,train
2495.1_2495.605,train
16931.1_16931.40,train
25803.1_25803.396,train
1413.1_1413.2517,train
3529.1_3529.157,train
10297.1_10297.6,train
9903.1_9903.25,train
1926.1_1926.1301,train
4615.1_4615.88,train
2408.1_2408.3253,train
1764.5_1764.412,train
6351.8_6351.291,train
2224.1_2224.4,train
1470.7_1470.1030,train
2799.1_2799.188,train
1266.1_1266.1565,train
10134.105_10134.428,train
2160.1_2160.13,train
2214.1_2214.2673,train
9647.1_9647.506,train
13187.1_13187.341,train
7739.575_7739.756,train
5746.1_5746.83,train
18590.1_18590.72,train
8708.1_8708.10,train
4148.1_4148.2408,train
2495.147_2495.463,train
14258.1_14258.352,train
1048.1_1048.1766,train
1926.3_1926.346,train
18009.1_18009.130,train
6351.8_6351.661,train
7738.243_7738.279,train
1470.1_1470.973,train
2091.1_2091.2983,train
13237.1_13237.42,train
4540.1_4540.1408,train
15434.1_15434.4724,train
1291.1_1291.1687,train
4540.1_4540.74,train
1229.1_1229.5495,train
1926.1_1926.1520,train
18869.1_18869.401,train
444.1_444.195,train
7304.2_7304.553,train
1473.315_1473.738,train
14053.1_14053.430,train
2024.1_2024.2660,train
30281.1_30281.205,train
1922.1_1922.2629,train
2408.1082_2408.1083,train
23831.1_23831.3,train
9269.40_9269.335,train
2091.1_2091.2815,train
17670.1_17670.4,train
23597.1_23597.2,train
939.1_939.57,train
4540.1_4540.1969,train
2214.1_2214.1638,train
6295.1_6295.2624,train
17775.1_17775.12,train
15179.1_15179.19,train
13623.1_13623.97,train
3346.1_3346.6834,train
10098.1_10098.10,train
18593.251_18593.610,train
2214.1_2214.2835,train
16566.1_16566.187,train
30188.7_30188.145,train
15900.4_15900.56,train
1634.1_1634.2793,train
8708.1_8708.1651,train
801.321_801.2620,train
1229.1_1229.5312,train
1955.1_1955.3,train
5637.1_5637.662,train
1324.1_1324.62,train
7999.1_7999.122,train
4148.1_4148.757,train
2368.1_2368.1032,train
3253.1_3253.14,train
7565.1_7565.40,train
1229.1_1229.6623,train
2408.1_2408.1104,train
2408.1082_2408.3024,train
12278.1_12278.14,train
2851.1_2851.1592,train
3346.1_3346.7496,train
1233.1_1233.372,train
27863.1_27863.3,train
25497.3_25497.19,train
2762.1_2762.494,train
8516.1_8516.803,train
21024.1_21024.7,train
3692.1_3692.546,train
8516.1_8516.818,train
984.357_984.1538,train
30154.34_30154.38,train
7614.1_7614.132,train
1592.3_1592.221,train
24839.1_24839.11,train
5087.1_5087.39,train
12626.1_12626.58,train
486.1_486.3042,train
1692.1_1692.434,train
3529.1_3529.1487,train
9354.1_9354.528,train
2141.1_2141.745,train
4540.1_4540.527,train
2214.1_2214.3934,train
15978.1_15978.564,train
1323.1_1323.2366,train
15434.1_15434.25,train
17856.1_17856.185,train
1474.84_1474.256,train
7865.1026_7865.1289,train
1108.1_1108.123,train
16974.1_16974.58,train
16376.2_16376.46,train
19174.1_19174.6,train
6351.8_6351.1007,train
7944.1_7944.4,train
2995.1_2995.1280,train
13520.64_13520.83,train
2762.1_2762.4894,train
9197.1_9197.278,train
5548.1_5548.14,train
8522.1_8522.263,train
14255.1_14255.138,train
1324.1_1324.3803,train
1926.1_1926.1371,train
27425.1_27425.17,train
14258.1_14258.679,train
6295.1_6295.2815,train
1926.1_1926.1309,train
2408.1_2408.2199,train
14956.1_14956.380,train
10134.1_10134.917,train
801.1_801.2645,train
5637.1_5637.4943,train
14410.1_14410.33,train
18593.7_18593.691,train
16680.1_16680.3,train
9124.1_9124.10,train
2219.1_2219.507,train
13386.1_13386.175,train
16174.1_16174.4,train
26938.1_26938.5,train
985.1_985.576,train
18593.7_18593.456,train
30084.1_30084.5,train
5292.1_5292.217,train
4540.1_4540.58,train
14255.1_14255.968,train
2995.1381_2995.2185,train
18293.1_18293.31,train
5496.1_5496.97,train
3692.1_3692.391,train
1474.5_1474.1038,train
26938.1_26938.8,train
18056.1_18056.26,train
9791.1_9791.8,train
1291.1_1291.325,train
2495.1_2495.885,train
444.1_444.53,train
1634.1_1634.7260,train
1229.1_1229.2618,train
8708.1_8708.2391,train
5465.1_5465.9,train
7100.1_7100.888,train
2408.1_2408.2756,train
22454.1_22454.1213,train
801.1_801.349,train
2856.1_2856.22,train
17775.1_17775.84,train
1414.29_1414.1442,train
30188.7_30188.31,train
2141.1_2141.1470,train
13564.84_13564.250,train
1922.1_1922.1047,train
1233.1_1233.144,train
14770.1_14770.6,train
4148.1_4148.2362,train
14119.1_14119.74,train
1926.1_1926.1406,train
985.1_985.2035,train
12158.2_12158.12,train
6351.8_6351.1175,train
4555.1_4555.84,train
5904.1_5904.216,train
1325.1_1325.544,train
30103.1_30103.7,train
985.1967_985.2055,train
8708.1_8708.912,train
1229.1_1229.4756,train
19648.1_19648.5,train
14410.1_14410.5,train
4458.1_4458.618,train
10035.1_10035.93,train
801.1_801.351,train
2027.1047_2027.1060,train
15978.70_15978.1084,train
3346.1_3346.6446,train
1233.1_1233.221,train
2903.5_2903.626,train
4540.1_4540.81,train
12626.1_12626.34,train
9762.1_9762.805,train
18131.1_18131.13,train
15900.1_15900.61,train
23796.1_23796.4,train
14422.1_14422.132,train
4540.1_4540.94,train
801.1_801.521,train
5904.1_5904.7,train
2903.1_2903.1357,train
1926.3_1926.1296,train
5601.1_5601.899,train
1764.1_1764.930,train
7614.1_7614.13,train
2368.1_2368.2272,train
2091.1_2091.1354,train
3692.1_3692.668,train
2027.1043_2027.1119,train
9060.1_9060.283,train
9360.1_9360.34,train
2469.1_2469.1593,train
1470.1_1470.132,train
3692.1_3692.351,train
13520.64_13520.82,train
8522.1_8522.761,train
18052.4_18052.216,train
2995.1273_2995.1650,train
3529.1_3529.1029,train
1324.1_1324.2778,train
985.1_985.599,train
29497.1_29497.127,train
1926.3_1926.625,train
5292.1_5292.67,train
7738.1_7738.489,train
18052.93_18052.123,train
985.1_985.601,train
1926.3_1926.1222,train
4148.1_4148.805,train
5637.1_5637.3725,train
4540.1_4540.1041,train
4201.1_4201.2,train
4615.1_4615.175,train
2027.1043_2027.2107,train
3346.1_3346.2958,train
14422.1_14422.94,train
1474.5_1474.1138,train
13187.1_13187.15,train
8547.1_8547.52,train
12984.1_12984.84,train
1528.1_1528.953,train
2995.2_2995.400,train
985.1_985.444,train
6295.1_6295.2826,train
17721.85_17721.90,train
963.15_963.165,train
3654.1_3654.25,train
8457.1_8457.91,train
8708.1_8708.3027,train
12626.1_12626.122,train
7835.1_7835.69,train
14255.1_14255.560,train
1266.1_1266.616,train
9903.1_9903.166,train
18325.1_18325.3,train
13623.1_13623.53,train
2408.1_2408.3452,train
1027.1_1027.4853,train
27396.1_27396.7,train
1634.1_1634.2959,train
16915.1_16915.54,train
10134.1_10134.382,train
1323.1_1323.2266,train
12158.2_12158.22,train
1413.1_1413.148,train
5637.1_5637.4522,train
9746.1_9746.16,train
4479.1_4479.257,train
7487.1_7487.412,train
3253.1_3253.396,train
13283.1_13283.5,train
14255.1_14255.2238,train
6351.8_6351.1348,train
