pairid,split
29365.4_29365.360,train
14478.1_14478.1817,train
14478.1_14478.686,train
26258.1_26258.3,train
1229.734_1229.6927,train
16524.11_16524.13,train
13283.914_13283.897,train
13283.914_13283.910,train
7055.848_7055.1866,train
19119.520_19119.279,train
5246.1_5246.127,train
984.958_984.873,train
984.176_984.163,train
984.176_984.1741,train
984.176_984.650,train
984.176_984.1755,train
984.176_984.194,train
984.176_984.957,train
984.176_984.958,train
984.176_984.955,train
984.176_984.243,train
984.176_984.347,train
984.176_984.337,train
984.176_984.1216,train
12304.1594_12304.1796,train
12304.1594_12304.1541,train
12304.1594_12304.1595,train
12304.1725_12304.1616,train
8708.3200_8708.3205,train
3346.6170_3346.6156,train
3346.6170_3346.6144,train
6288.21_6288.399,train
10220.8_10220.341,train
10220.8_10220.303,train
10220.8_10220.308,train
8539.1_8539.4463,train
8539.1_8539.2668,train
8539.1_8539.2720,train
8539.1_8539.3404,train
30051.4_30051.416,train
30051.4_30051.278,train
14258.6_14258.155,train
12304.1616_12304.1780,train
28906.227_28906.239,train
1258.99_1258.160,train
1471.484_1471.388,train
2415.23_2415.2137,train
29906.1_29906.123,train
12278.193_12278.405,train
29949.19_29949.21,train
3171.91_3171.113,train
21749.4_21749.31,train
21749.12_21749.35,train
21952.1_21952.13,train
29964.24_29964.311,train
24180.1_24180.234,train
29943.228_29943.191,train
1323.211_1323.676,train
30257.36_30257.274,train
30257.36_30257.221,train
9967.12_9967.472,train
25158.1_25158.23,train
25158.2_25158.19,train
18393.5_18393.350,train
18393.5_18393.358,train
2233.87_2233.94,train
8708.656_8708.1145,train
7768.78_7768.110,train
16454.2_16454.378,train
486.3702_486.3494,train
486.3702_486.2315,train
30279.8_30279.35,train
2168.22_2168.117,train
14699.1_14699.180,train
14699.1_14699.62,train
19066.20_19066.26,train
18042.181_18042.314,train
18042.201_18042.917,train
16677.118_16677.140,train
984.1275_984.768,train
984.1275_984.417,train
984.1275_984.1269,train
984.1275_984.425,train
984.1275_984.1338,train
984.1275_984.478,train
984.1275_984.1308,train
984.468_984.378,train
984.468_984.464,train
984.468_984.425,train
984.468_984.714,train
13439.1_13439.286,train
12750.105_12750.108,train
9967.1_9967.1266,train
29320.9_29320.908,train
4650.1435_4650.765,train
24923.1_24923.292,train
8040.999_8040.1030,train
8040.999_8040.1048,train
4654.5_4654.593,train
27936.59_27936.69,train
29964.160_29964.351,train
14055.6_14055.34,train
14055.6_14055.40,train
4650.629_4650.795,train
4650.794_4650.984,train
2223.3_2223.56,train
22608.16_22608.25,train
3615.531_3615.941,train
30446.243_30446.553,train
15590.229_15590.240,train
15590.229_15590.252,train
1414.565_1414.779,train
4748.774_4748.1030,train
4748.774_4748.962,train
4650.133_4650.897,train
24279.185_24279.110,train
24279.185_24279.165,train
24279.185_24279.248,train
24279.42_24279.63,train
24279.42_24279.62,train
26322.204_26322.313,train
14860.1_14860.84,train
3615.496_3615.812,train
1048.18_1048.131,train
1048.18_1048.115,train
1048.18_1048.132,train
1048.18_1048.133,train
19119.267_19119.389,train
19119.267_19119.522,train
29355.2_29355.340,train
30339.643_30339.872,train
30738.13_30738.106,train
12377.1_12377.25,train
12377.1_12377.36,train
12377.7_12377.128,train
29348.239_29348.249,train
29348.239_29348.253,train
24279.254_24279.103,train
24279.254_24279.40,train
24279.254_24279.65,train
24279.254_24279.187,train
16485.3_16485.112,train
921.424_921.1511,train
921.424_921.3035,train
13112.263_13112.456,train
13112.263_13112.455,train
13112.263_13112.476,train
2415.1493_2415.1741,train
1835.377_1835.696,train
1257.352_1257.949,train
6246.52_6246.507,train
2649.1_2649.580,train
2649.1_2649.337,train
2649.1_2649.922,train
2649.1_2649.613,train
13173.28_13173.139,train
28423.248_28423.235,train
28423.248_28423.247,train
4654.1_4654.320,train
4654.1_4654.389,train
14283.1_14283.13,train
24279.301_24279.21,train
24279.301_24279.311,train
24279.301_24279.112,train
24279.301_24279.347,train
24279.301_24279.206,train
24279.301_24279.272,train
24279.301_24279.105,train
24279.301_24279.110,train
24279.301_24279.192,train
29943.1_29943.83,train
3371.7_3371.3940,train
4458.1744_4458.400,train
3371.2162_3371.1388,train
3371.2162_3371.3941,train
3371.2162_3371.3935,train
3371.2162_3371.2945,train
29993.2_29993.175,train
29993.2_29993.170,train
1222.64_1222.57,train
3371.1536_3371.3506,train
3371.1536_3371.2181,train
2366.1_2366.164,train
2366.1_2366.74,train
2366.1_2366.39,train
30171.2_30171.293,train
1470.135_1470.338,train
23902.1_23902.64,train
23902.1_23902.37,train
23902.1_23902.69,train
984.477_984.1681,train
984.477_984.317,train
984.477_984.478,train
984.477_984.440,train
984.292_984.396,train
984.292_984.1272,train
984.292_984.390,train
18009.318_18009.296,train
1128.96_1128.743,train
14035.1_14035.76,train
5359.1_5359.934,train
5359.1_5359.330,train
25244.298_25244.239,train
25244.298_25244.296,train
25244.298_25244.150,train
25244.298_25244.283,train
25244.298_25244.107,train
25244.298_25244.148,train
25244.298_25244.238,train
25244.298_25244.256,train
7734.117_7734.224,train
7734.117_7734.139,train
4650.105_4650.1419,train
921.29_921.1383,train
921.29_921.3020,train
921.29_921.2859,train
921.29_921.2586,train
921.29_921.3180,train
921.29_921.2677,train
921.29_921.3243,train
921.29_921.2594,train
921.29_921.3423,train
921.29_921.3306,train
921.29_921.2407,train
921.29_921.3296,train
921.29_921.3422,train
921.29_921.426,train
921.29_921.3193,train
921.29_921.1690,train
921.29_921.3199,train
921.29_921.3426,train
921.29_921.3421,train
2903.324_2903.247,train
2903.324_2903.898,train
2903.324_2903.391,train
2903.324_2903.439,train
2903.324_2903.1271,train
2629.5012_2629.5773,train
9576.29_9576.144,train
5637.824_5637.3005,train
5637.824_5637.2092,train
13112.146_13112.15,train
13112.146_13112.457,train
13112.146_13112.237,train
13112.146_13112.436,train
13112.146_13112.69,train
13112.146_13112.469,train
13112.146_13112.234,train
13112.146_13112.32,train
13112.146_13112.494,train
13112.146_13112.264,train
13112.146_13112.365,train
13112.146_13112.14,train
13112.146_13112.279,train
12304.57_12304.1598,train
12304.57_12304.718,train
12304.830_12304.1530,train
29602.338_29602.240,train
17715.138_17715.140,train
17715.138_17715.141,train
13439.1_13439.275,train
13439.1_13439.18,train
24923.4_24923.196,train
24923.109_24923.122,train
2141.73_2141.1589,train
29370.80_29370.350,train
1048.69_1048.125,train
1048.69_1048.1989,train
1048.69_1048.2566,train
1048.69_1048.617,train
1048.69_1048.1501,train
6295.12_6295.642,train
1546.89_1546.755,train
13627.1_13627.14,train
3371.2943_3371.3929,train
3371.1247_3371.1208,train
17627.1_17627.29,train
29690.1_29690.25,train
29690.1_29690.24,train
8550.37_8550.166,train
24279.41_24279.210,train
24279.32_24279.277,train
24279.32_24279.61,train
24279.32_24279.279,train
24279.32_24279.367,train
24279.32_24279.192,train
24279.32_24279.66,train
7738.264_7738.271,train
14448.1_14448.86,train
15978.36_15978.659,train
29964.24_29964.55,train
8708.2278_8708.1110,train
8708.2278_8708.1808,train
12304.176_12304.1698,train
13439.1_13439.197,train
13439.1_13439.102,train
13439.1_13439.158,train
4272.2_4272.57,train
1229.12_1229.684,train
1229.12_1229.6081,train
1229.679_1229.1903,train
10378.1_10378.255,train
1229.1245_1229.4877,train
1229.1245_1229.1306,train
1229.5695_1229.3950,train
1229.5695_1229.1356,train
18869.8_18869.367,train
6288.93_6288.396,train
6288.93_6288.441,train
6288.93_6288.407,train
2210.4_2210.950,train
2210.4_2210.1013,train
6492.22_6492.637,train
1122.13_1122.110,train
2415.763_2415.747,train
20564.9_20564.51,train
20564.9_20564.938,train
15283.1_15283.67,train
4650.1463_4650.396,train
2219.2_2219.234,train
13673.10_13673.985,train
29320.366_29320.695,train
486.887_486.2315,train
20564.9_20564.12433,train
8802.1_8802.32,train
8802.1_8802.47,train
24923.367_24923.369,train
8987.1_8987.230,train
1222.78_1222.106,train
1222.85_1222.167,train
1222.85_1222.52,train
1222.85_1222.235,train
1222.85_1222.118,train
1222.85_1222.202,train
29690.3_29690.37,train
4608.9_4608.48,train
3346.5798_3346.2613,train
2141.1207_2141.1593,train
2141.1207_2141.930,train
2141.1207_2141.140,train
2141.1207_2141.1625,train
24279.32_24279.195,train
4650.1418_4650.1545,train
2368.1401_2368.1404,train
16560.74_16560.96,train
17968.1_17968.27,train
17968.1_17968.9,train
17968.1_17968.66,train
984.1447_984.457,train
984.1447_984.165,train
984.1447_984.1507,train
984.1447_984.620,train
984.1447_984.1214,train
984.1447_984.609,train
984.1447_984.640,train
984.1447_984.696,train
984.1447_984.348,train
984.1447_984.1056,train
984.1447_984.1295,train
984.1447_984.214,train
984.1447_984.309,train
984.1447_984.195,train
984.1447_984.1750,train
984.1447_984.1422,train
984.1447_984.617,train
984.858_984.1007,train
984.858_984.73,train
984.858_984.207,train
984.858_984.42,train
984.858_984.14,train
984.858_984.41,train
984.858_984.57,train
984.858_984.958,train
11037.110_11037.187,train
3371.993_3371.3477,train
3371.993_3371.3941,train
8539.401_8539.5411,train
8539.401_8539.3661,train
2225.2_2225.35,train
19119.514_19119.256,train
19119.514_19119.543,train
984.225_984.469,train
984.225_984.90,train
984.225_984.1330,train
984.225_984.351,train
984.225_984.163,train
984.225_984.308,train
984.225_984.768,train
984.225_984.325,train
984.225_984.955,train
984.225_984.249,train
22035.1_22035.154,train
22035.1_22035.75,train
22035.1_22035.172,train
30339.870_30339.506,train
9760.341_9760.311,train
18595.245_18595.151,train
4458.1811_4458.341,train
4458.1811_4458.658,train
4458.1811_4458.1736,train
4458.1811_4458.1766,train
4458.1811_4458.1748,train
4458.1811_4458.333,train
4458.1811_4458.1794,train
13283.1045_13283.932,train
16548.17_16548.26,train
6395.15_6395.390,train
963.266_963.273,train
30171.346_30171.142,train
3346.7185_3346.2607,train
24278.160_24278.404,train
17721.78_17721.270,train
7055.42_7055.502,train
23850.723_23850.851,train
8550.1_8550.153,train
29964.334_29964.185,train
29964.334_29964.55,train
29964.334_29964.261,train
29964.334_29964.384,train
25158.99_25158.167,train
11504.47_11504.301,train
27425.156_27425.216,train
30447.3_30447.66,train
13439.17_13439.295,train
18595.1_18595.69,train
9226.411_9226.1160,train
3615.496_3615.960,train
13219.188_13219.226,train
15593.1_15593.253,train
5496.1257_5496.918,train
5496.1257_5496.1464,train
5496.1257_5496.1391,train
5496.1257_5496.1131,train
5496.1257_5496.965,train
11504.31_11504.351,train
13365.1_13365.67,train
10035.107_10035.169,train
6182.334_6182.579,train
1048.24_1048.129,train
921.2734_921.1241,train
17968.8_17968.71,train
2871.78_2871.541,train
1324.247_1324.1544,train
16794.1_16794.54,train
2141.107_2141.149,train
30157.21_30157.77,train
8708.47_8708.1138,train
1029.227_1029.291,train
8708.632_8708.1979,train
9906.1_9906.33,train
18062.1_18062.28,train
16485.9_16485.144,train
24923.564_24923.459,train
30171.233_30171.238,train
984.477_984.291,train
1029.253_1029.288,train
1029.253_1029.259,train
1029.253_1029.257,train
1029.253_1029.287,train
1764.10_1764.1086,train
30339.777_30339.856,train
30339.777_30339.439,train
30339.777_30339.262,train
7055.48_7055.798,train
7055.48_7055.1866,train
9858.242_9858.471,train
6949.1_6949.17,train
29320.926_29320.941,train
29320.926_29320.786,train
24278.111_24278.308,train
24278.111_24278.403,train
4650.5_4650.1309,train
24431.953_24431.887,train
3346.7523_3346.4350,train
3346.7523_3346.6999,train
3346.7523_3346.7530,train
3346.7523_3346.5697,train
3346.7523_3346.4477,train
3346.7523_3346.6090,train
3346.7523_3346.2403,train
3346.7523_3346.3166,train
3346.7523_3346.338,train
5637.3278_5637.5585,train
29993.197_29993.286,train
29993.197_29993.353,train
30170.1_30170.30,train
27520.3_27520.18,train
30310.1_30310.46,train
9760.181_9760.297,train
6395.215_6395.243,train
1203.32_1203.1425,train
4650.660_4650.1216,train
4650.660_4650.1363,train
4650.660_4650.1516,train
3346.2622_3346.2607,train
3346.2622_3346.6140,train
10378.346_10378.1152,train
13283.659_13283.928,train
13283.659_13283.1066,train
7587.251_7587.306,train
17773.6_17773.172,train
17773.19_17773.201,train
984.407_984.1328,train
984.407_984.671,train
984.407_984.446,train
486.2303_486.1046,train
1379.92_1379.141,train
1379.92_1379.271,train
5119.2_5119.23,train
30279.28_30279.207,train
30279.28_30279.536,train
2903.128_2903.928,train
30738.362_30738.143,train
30738.362_30738.308,train
23850.325_23850.846,train
12304.1996_12304.1724,train
12304.1996_12304.715,train
12304.1996_12304.1949,train
12304.1594_12304.1903,train
2331.1_2331.127,train
2331.1_2331.216,train
14255.723_14255.1558,train
16560.1_16560.8,train
29491.7_29491.73,train
29491.7_29491.74,train
984.454_984.440,train
1048.27_1048.38,train
19119.285_19119.419,train
19119.285_19119.563,train
2141.1201_2141.1590,train
7702.7_7702.107,train
7702.7_7702.376,train
13283.627_13283.908,train
13283.627_13283.1057,train
13283.627_13283.626,train
18393.1_18393.528,train
4214.1_4214.70,train
29497.98_29497.118,train
14055.4_14055.43,train
12304.1613_12304.825,train
12304.1613_12304.64,train
1266.751_1266.1933,train
1229.1237_1229.6934,train
23850.61_23850.64,train
23850.61_23850.721,train
28423.14_28423.248,train
14272.6_14272.392,train
30188.145_30188.354,train
30188.145_30188.210,train
30171.287_30171.329,train
1029.259_1029.291,train
1029.259_1029.104,train
1029.259_1029.535,train
1029.324_1029.769,train
1029.324_1029.145,train
1029.324_1029.763,train
1029.324_1029.506,train
1029.324_1029.460,train
1029.324_1029.88,train
1029.324_1029.511,train
1029.324_1029.520,train
7734.70_7734.456,train
13387.1_13387.36,train
21101.1_21101.7,train
10278.1_10278.22,train
5359.1_5359.148,train
5359.1_5359.969,train
5359.1_5359.378,train
16617.607_16617.465,train
9576.143_9576.172,train
12278.123_12278.403,train
30667.3_30667.23,train
1229.2026_1229.1255,train
4654.33_4654.512,train
4654.33_4654.808,train
984.227_984.1300,train
984.227_984.314,train
984.227_984.646,train
984.227_984.148,train
984.227_984.242,train
984.227_984.62,train
984.227_984.889,train
984.227_984.197,train
984.227_984.1680,train
984.227_984.328,train
984.227_984.1295,train
984.227_984.41,train
984.227_984.1745,train
984.227_984.54,train
984.227_984.187,train
984.227_984.831,train
984.227_984.865,train
4650.1444_4650.703,train
8539.2642_8539.5757,train
8539.2642_8539.3661,train
3346.6137_3346.6146,train
3346.6137_3346.6154,train
3346.6137_3346.6232,train
30065.1_30065.15,train
12676.9_12676.56,train
15897.1_15897.30,train
1785.9_1785.1124,train
2976.29_2976.77,train
2976.29_2976.79,train
30247.495_30247.577,train
16716.7_16716.17,train
486.2299_486.2315,train
486.2299_486.2308,train
921.441_921.3013,train
921.441_921.3300,train
921.441_921.3324,train
16617.666_16617.793,train
1229.2000_1229.3960,train
7840.1_7840.339,train
15925.5_15925.26,train
2206.2589_2206.1566,train
16111.6_16111.20,train
8857.2_8857.65,train
8857.2_8857.32,train
9284.376_9284.39,train
2903.248_2903.327,train
29946.5_29946.45,train
16617.772_16617.307,train
16617.772_16617.70,train
16617.772_16617.482,train
16617.772_16617.490,train
16617.772_16617.381,train
16617.772_16617.659,train
7055.381_7055.1896,train
30085.1_30085.18,train
30051.15_30051.294,train
21674.1_21674.10,train
26322.2_26322.418,train
30171.291_30171.346,train
30171.291_30171.330,train
30171.138_30171.308,train
7304.17_7304.689,train
3371.2942_3371.3198,train
486.2303_486.2224,train
984.1756_984.454,train
984.1756_984.41,train
984.1756_984.627,train
984.1756_984.243,train
984.1756_984.244,train
984.1756_984.634,train
984.865_984.184,train
984.865_984.73,train
984.865_984.1680,train
984.865_984.308,train
984.865_984.1497,train
984.865_984.42,train
984.865_984.68,train
984.865_984.325,train
984.865_984.857,train
984.865_984.631,train
984.865_984.1501,train
984.865_984.859,train
984.865_984.190,train
2903.252_2903.304,train
3529.1352_3529.1368,train
30339.275_30339.870,train
1029.222_1029.397,train
1379.186_1379.400,train
984.460_984.312,train
984.1754_984.1756,train
984.1754_984.434,train
984.1754_984.1538,train
984.1754_984.411,train
984.1754_984.387,train
984.1754_984.351,train
984.1754_984.430,train
984.1754_984.479,train
28455.34_28455.163,train
3371.1198_3371.3487,train
3371.1198_3371.1260,train
3371.1198_3371.3519,train
3371.1198_3371.1528,train
12304.1725_12304.1597,train
26120.3_26120.45,train
8559.52_8559.70,train
6492.1061_6492.1179,train
6492.1176_6492.1041,train
14478.1_14478.1796,train
14478.1_14478.818,train
14445.5_14445.37,train
23850.587_23850.593,train
18869.369_18869.396,train
18593.240_18593.317,train
984.1275_984.1754,train
984.874_984.838,train
984.874_984.480,train
984.874_984.455,train
984.874_984.383,train
984.874_984.435,train
984.874_984.312,train
984.874_984.377,train
14255.890_14255.1795,train
14255.890_14255.1992,train
4650.370_4650.1545,train
13112.238_13112.458,train
13112.225_13112.334,train
1715.1045_1715.966,train
10250.125_10250.977,train
