pairid,split
1692.1_1692.1079,train
1692.1_1692.9,train
1692.1_1692.397,train
1692.1_1692.3,train
1692.1_1692.1041,train
1692.1_1692.306,train
1692.1_1692.551,train
1692.1_1692.1033,train
1692.1_1692.310,train
1692.1_1692.175,train
7352.1_7352.8,train
7352.1_7352.147,train
7352.1_7352.42,train
7352.1_7352.37,train
2903.1_2903.1314,train
2903.1_2903.895,train
2903.1_2903.971,train
2903.1_2903.561,train
2903.1_2903.407,train
2903.1_2903.626,train
5601.1_5601.1170,train
5601.1_5601.1323,train
5601.1_5601.500,train
5601.1_5601.30,train
5601.1_5601.1721,train
5601.1_5601.686,train
5601.1_5601.1053,train
5601.1_5601.1167,train
5601.1_5601.1082,train
26929.1_26929.30,train
26929.1_26929.21,train
26929.1_26929.72,train
26929.1_26929.65,train
26929.1_26929.56,train
963.1_963.167,train
963.1_963.414,train
963.1_963.54,train
963.1_963.353,train
963.1_963.165,train
963.1_963.110,train
963.1_963.327,train
8547.1_8547.39,train
8547.1_8547.95,train
8547.1_8547.73,train
1785.761_1785.378,train
17066.1_17066.217,train
17066.1_17066.236,train
17066.1_17066.156,train
17066.1_17066.51,train
17066.1_17066.162,train
1926.1_1926.1506,train
1926.1_1926.1702,train
1926.1_1926.1376,train
1926.1_1926.1375,train
1926.1_1926.1385,train
25497.1_25497.542,train
25497.1_25497.89,train
25497.1_25497.197,train
25497.1_25497.122,train
25497.1_25497.126,train
25497.1_25497.574,train
25497.1_25497.124,train
25497.1_25497.531,train
25497.1_25497.19,train
1926.1_1926.1582,train
1926.1_1926.649,train
1926.1_1926.1503,train
1926.1_1926.1801,train
1926.1_1926.364,train
1926.1_1926.672,train
1926.1_1926.353,train
1926.1_1926.73,train
1926.1_1926.977,train
1926.1_1926.896,train
1926.1_1926.1450,train
1926.1_1926.1172,train
1926.1_1926.1569,train
1926.1_1926.240,train
1926.1_1926.1300,train
1926.1_1926.346,train
1926.1_1926.625,train
1926.1_1926.913,train
1926.1_1926.1222,train
1926.1_1926.260,train
1926.1_1926.573,train
1926.1_1926.120,train
1926.1_1926.1426,train
1926.1_1926.1296,train
1926.1_1926.347,train
1926.1_1926.809,train
1926.1_1926.1795,train
1926.1_1926.859,train
1926.1_1926.1294,train
1926.1_1926.1688,train
1926.1_1926.857,train
1926.1_1926.1680,train
1926.1_1926.462,train
23850.7_23850.586,train
23850.7_23850.587,train
23850.7_23850.578,train
23850.7_23850.582,train
23850.7_23850.632,train
3371.3936_3371.1284,train
3371.3936_3371.3937,train
3371.3936_3371.3952,train
14974.1_14974.10,train
14974.1_14974.32,train
14974.1_14974.156,train
14974.1_14974.161,train
14974.1_14974.48,train
14974.1_14974.44,train
2214.27_2214.1299,train
2214.27_2214.1326,train
2214.27_2214.1028,train
2214.27_2214.1306,train
2214.27_2214.3414,train
3371.1780_3371.3529,train
16454.1_16454.336,train
16454.1_16454.383,train
1048.125_1048.132,train
1048.125_1048.134,train
1048.125_1048.123,train
1048.125_1048.136,train
1048.125_1048.131,train
3346.1_3346.2623,train
3346.1_3346.2616,train
10408.1_10408.14,train
10408.1_10408.22,train
10408.1_10408.38,train
10134.1_10134.672,train
10134.1_10134.584,train
10134.1_10134.127,train
10134.1_10134.428,train
10134.1_10134.479,train
10134.1_10134.149,train
10134.1_10134.329,train
10134.1_10134.357,train
10134.1_10134.1387,train
10134.1_10134.240,train
2995.1273_2995.2348,train
2995.1273_2995.2013,train
2995.1273_2995.1451,train
2995.1273_2995.1574,train
2995.1273_2995.1944,train
2995.1273_2995.1382,train
2995.1273_2995.1383,train
2995.1273_2995.2185,train
2995.1273_2995.1587,train
2995.1273_2995.1765,train
2995.1273_2995.2005,train
2995.1273_2995.1469,train
10068.1_10068.85,train
10068.1_10068.18,train
10068.1_10068.35,train
10068.1_10068.107,train
14119.1_14119.31,train
14119.1_14119.87,train
14119.1_14119.27,train
14119.1_14119.167,train
3346.6176_3346.6142,train
2469.1_2469.690,train
2469.1_2469.1496,train
2469.1_2469.935,train
2469.1_2469.900,train
2469.1_2469.625,train
2469.1_2469.915,train
2469.1_2469.745,train
2469.1_2469.1851,train
2469.1_2469.731,train
16322.5_16322.1300,train
16322.5_16322.125,train
16322.5_16322.51,train
801.1_801.2860,train
801.1_801.2620,train
801.1_801.324,train
801.1_801.2912,train
801.1_801.1647,train
801.1_801.2622,train
801.1_801.578,train
801.1_801.1538,train
801.1_801.2591,train
801.1_801.1646,train
801.1_801.2461,train
801.1_801.2910,train
801.1_801.326,train
3346.1_3346.6174,train
3346.1_3346.6167,train
3346.1_3346.6158,train
3346.1_3346.6163,train
5601.1_5601.1195,train
5601.1_5601.1036,train
5601.1_5601.925,train
5601.1_5601.880,train
5601.1_5601.921,train
5601.1_5601.1725,train
5601.1_5601.1197,train
5601.1_5601.1468,train
5601.1_5601.894,train
5601.1_5601.932,train
5601.1_5601.1328,train
30161.1_30161.27,train
30161.1_30161.124,train
2871.1_2871.563,train
5850.116_5850.448,train
18593.251_18593.471,train
1926.3_1926.124,train
1926.3_1926.123,train
1926.3_1926.126,train
15965.1_15965.50,train
15965.1_15965.75,train
15965.1_15965.163,train
15965.1_15965.49,train
1592.2_1592.854,train
1592.2_1592.1049,train
1592.2_1592.965,train
1592.2_1592.818,train
1474.84_1474.173,train
1474.84_1474.258,train
1474.84_1474.254,train
1474.84_1474.129,train
1474.84_1474.95,train
1474.84_1474.632,train
1474.84_1474.252,train
4650.3_4650.880,train
4650.3_4650.503,train
4608.1_4608.21,train
4608.1_4608.127,train
4608.1_4608.67,train
4608.1_4608.44,train
17848.1_17848.20,train
17848.1_17848.37,train
17848.1_17848.12,train
17848.1_17848.23,train
17848.1_17848.33,train
30257.1_30257.3,train
30257.1_30257.364,train
30257.1_30257.6,train
30257.1_30257.49,train
16381.4_16381.64,train
16381.4_16381.26,train
3346.1_3346.6162,train
16566.1_16566.162,train
16566.1_16566.183,train
16566.1_16566.161,train
16566.1_16566.116,train
16566.1_16566.197,train
16566.1_16566.205,train
3346.1_3346.6168,train
3346.1_3346.6144,train
3346.1_3346.2614,train
3346.1_3346.6142,train
3346.1_3346.6176,train
3346.97_3346.1081,train
3346.97_3346.92,train
3346.97_3346.4973,train
3346.97_3346.4875,train
3346.97_3346.1922,train
3346.97_3346.6199,train
3346.97_3346.2271,train
3346.97_3346.9035,train
3346.97_3346.3770,train
3346.97_3346.4824,train
3346.97_3346.1511,train
3346.97_3346.6999,train
3346.97_3346.1810,train
3346.97_3346.2332,train
3346.97_3346.3237,train
3346.97_3346.4511,train
3346.97_3346.2806,train
3346.97_3346.4958,train
3346.97_3346.12426,train
3346.97_3346.3892,train
3346.97_3346.5603,train
3346.97_3346.11997,train
3346.97_3346.3263,train
3346.97_3346.2406,train
3346.97_3346.4893,train
3346.97_3346.4962,train
3346.97_3346.11174,train
3346.97_3346.4183,train
3346.97_3346.96,train
3346.97_3346.260,train
3346.97_3346.587,train
3346.97_3346.268,train
15978.1_15978.151,train
1048.125_1048.133,train
2903.1_2903.1434,train
2903.1_2903.162,train
2903.1_2903.862,train
2903.1_2903.148,train
2903.1_2903.1565,train
2903.1_2903.513,train
14198.1_14198.32,train
14198.1_14198.14,train
2141.1_2141.1217,train
29964.1_29964.68,train
29964.1_29964.21,train
29964.1_29964.350,train
29964.1_29964.215,train
30188.1_30188.8,train
30188.1_30188.31,train
30188.1_30188.11,train
30188.1_30188.29,train
30188.1_30188.322,train
30188.1_30188.145,train
3346.1_3346.2629,train
1048.1_1048.137,train
1048.1_1048.115,train
1048.1_1048.135,train
19191.1_19191.46,train
19191.1_19191.36,train
23318.1_23318.53,train
2871.1_2871.573,train
1955.1_1955.767,train
1955.1_1955.988,train
1955.1_1955.973,train
1955.1_1955.18,train
1955.1_1955.622,train
1955.1_1955.88,train
2995.1381_2995.852,train
3346.1_3346.6169,train
3346.1_3346.2622,train
4415.1_4415.338,train
1546.532_1546.702,train
12650.1_12650.25,train
12650.1_12650.39,train
12278.1_12278.142,train
7304.2_7304.690,train
17649.1_17649.106,train
921.599_921.3323,train
921.599_921.579,train
921.599_921.2857,train
921.599_921.1372,train
921.599_921.3324,train
921.599_921.440,train
921.599_921.1166,train
921.599_921.2843,train
921.599_921.931,train
921.599_921.574,train
921.599_921.3322,train
921.599_921.2359,train
921.599_921.3112,train
921.599_921.992,train
921.599_921.930,train
921.599_921.1507,train
921.599_921.993,train
921.599_921.994,train
12626.1_12626.80,train
12626.1_12626.48,train
12626.1_12626.98,train
7304.2_7304.689,train
14055.1_14055.29,train
14055.1_14055.50,train
5212.4_5212.145,train
5212.4_5212.149,train
13817.1_13817.74,train
30339.856_30339.312,train
30339.856_30339.444,train
30339.856_30339.194,train
30339.856_30339.454,train
30339.856_30339.688,train
30339.856_30339.445,train
30339.856_30339.442,train
30339.856_30339.79,train
30339.856_30339.310,train
30339.856_30339.380,train
30339.856_30339.379,train
30339.856_30339.808,train
30339.856_30339.610,train
30339.856_30339.268,train
30339.856_30339.438,train
30339.856_30339.875,train
30339.856_30339.704,train
30339.856_30339.565,train
30339.856_30339.521,train
30339.856_30339.592,train
30339.856_30339.753,train
30339.856_30339.78,train
30339.856_30339.525,train
30339.856_30339.716,train
30339.856_30339.743,train
30339.856_30339.58,train
30339.856_30339.818,train
30339.856_30339.20,train
30339.856_30339.550,train
30339.856_30339.463,train
30339.856_30339.12,train
30339.856_30339.779,train
30339.856_30339.275,train
30339.856_30339.13,train
30339.856_30339.675,train
30339.856_30339.733,train
30339.856_30339.218,train
30339.856_30339.240,train
30339.856_30339.780,train
30339.856_30339.698,train
3346.1_3346.6146,train
1048.1_1048.130,train
1048.1_1048.129,train
1048.1_1048.134,train
1048.1_1048.125,train
486.2306_486.2305,train
7776.1_7776.144,train
7776.1_7776.102,train
7776.1_7776.105,train
3346.6176_3346.2614,train
3346.6176_3346.6174,train
3346.6176_3346.6151,train
921.3234_921.3035,train
921.3234_921.3299,train
16322.1_16322.6,train
3346.2614_3346.6167,train
3346.2614_3346.2629,train
3346.2614_3346.6168,train
16173.643_16173.405,train
16173.643_16173.559,train
2871.1_2871.572,train
486.1_486.2306,train
486.1_486.2305,train
10134.1_10134.21,train
3346.6167_3346.6145,train
26938.1_26938.33,train
1764.15_1764.676,train
1048.131_1048.129,train
1048.131_1048.132,train
1048.131_1048.123,train
13520.59_13520.152,train
13520.59_13520.151,train
1048.125_1048.130,train
1048.125_1048.124,train
3346.1_3346.6148,train
2871.1_2871.561,train
30171.1_30171.310,train
1048.125_1048.137,train
985.1_985.1999,train
985.1_985.2055,train
984.174_984.197,train
984.174_984.55,train
984.174_984.1756,train
984.174_984.90,train
3346.2614_3346.2616,train
9146.1_9146.163,train
9146.1_9146.76,train
7304.9_7304.689,train
3346.6176_3346.6163,train
3346.6176_3346.6175,train
7405.1_7405.30,train
3346.1_3346.6152,train
2871.332_2871.535,train
2871.332_2871.536,train
2871.332_2871.562,train
3346.4837_3346.6151,train
3346.4837_3346.2407,train
3346.4837_3346.2584,train
3346.4837_3346.7446,train
3346.4837_3346.4781,train
3346.4837_3346.2469,train
3346.4837_3346.3517,train
3346.4837_3346.2605,train
3346.4837_3346.3095,train
3346.4837_3346.5303,train
3346.4837_3346.2624,train
3346.4837_3346.2507,train
3346.4837_3346.4241,train
3346.4837_3346.1323,train
3346.4837_3346.263,train
3346.4837_3346.7432,train
3346.4837_3346.2590,train
3346.4837_3346.2303,train
3346.4837_3346.1008,train
3346.4837_3346.7591,train
3346.4837_3346.1079,train
3346.4837_3346.3134,train
3346.4837_3346.7184,train
3346.4837_3346.2557,train
3346.4837_3346.9676,train
3346.4837_3346.7187,train
3346.4837_3346.6602,train
3346.4837_3346.3415,train
3346.4837_3346.2950,train
3346.4837_3346.5972,train
3346.4837_3346.4958,train
3346.4837_3346.6030,train
3346.4837_3346.5133,train
3346.4837_3346.5613,train
3346.4837_3346.5453,train
3346.4837_3346.5351,train
3346.4837_3346.2216,train
3346.4837_3346.3705,train
3346.4837_3346.4020,train
3346.4837_3346.5803,train
3346.4837_3346.97,train
3346.4837_3346.1536,train
3346.4837_3346.12479,train
3346.4837_3346.4313,train
3346.4837_3346.2562,train
3346.4837_3346.2623,train
3346.4837_3346.4598,train
3346.4837_3346.6274,train
3346.4837_3346.4487,train
3346.4837_3346.4950,train
3346.4837_3346.6052,train
3346.4837_3346.1025,train
3346.4837_3346.2609,train
3346.4837_3346.2493,train
3346.4837_3346.5046,train
3346.4837_3346.2904,train
3346.4837_3346.4187,train
3346.4837_3346.7179,train
3346.4837_3346.7076,train
3346.4837_3346.4142,train
3346.4837_3346.4656,train
3346.4837_3346.4657,train
3346.4837_3346.3793,train
3346.4837_3346.95,train
3346.4837_3346.1081,train
3346.4837_3346.2451,train
3346.4837_3346.5541,train
3346.4837_3346.269,train
3346.4837_3346.7495,train
3346.4837_3346.2632,train
3346.4837_3346.1792,train
3346.4837_3346.3400,train
3346.4837_3346.2213,train
3346.4837_3346.4240,train
3346.4837_3346.7595,train
3346.4837_3346.3457,train
3346.4837_3346.7072,train
3346.4837_3346.267,train
1048.1_1048.136,train
1048.1_1048.132,train
2871.1_2871.571,train
16173.643_16173.119,train
16173.643_16173.560,train
16173.643_16173.120,train
1764.1_1764.338,train
3346.6176_3346.6153,train
3346.6176_3346.6148,train
3346.6176_3346.6145,train
3346.6176_3346.2622,train
3346.6176_3346.2623,train
3346.6167_3346.6163,train
3346.6167_3346.6149,train
3346.6167_3346.6168,train
3346.6167_3346.6147,train
3346.6167_3346.6173,train
3346.6167_3346.6142,train
3346.6167_3346.6175,train
3346.6167_3346.6176,train
984.433_984.416,train
984.433_984.1306,train
984.433_984.401,train
984.433_984.476,train
984.433_984.1272,train
984.433_984.380,train
984.433_984.420,train
984.433_984.1270,train
984.433_984.461,train
984.433_984.1300,train
984.433_984.466,train
984.433_984.441,train
984.433_984.1271,train
984.433_984.404,train
984.433_984.714,train
984.433_984.439,train
984.433_984.459,train
984.433_984.451,train
984.433_984.834,train
984.433_984.1297,train
984.433_984.389,train
984.433_984.462,train
984.433_984.470,train
984.433_984.674,train
14053.340_14053.306,train
14053.340_14053.488,train
14053.340_14053.154,train
14053.340_14053.106,train
14053.340_14053.215,train
14053.340_14053.545,train
14053.340_14053.454,train
14053.340_14053.474,train
14053.340_14053.505,train
14053.340_14053.50,train
14053.340_14053.278,train
14053.340_14053.205,train
14053.340_14053.179,train
14053.340_14053.111,train
14053.340_14053.467,train
14053.340_14053.604,train
14053.340_14053.285,train
14053.340_14053.403,train
14053.340_14053.168,train
14053.340_14053.254,train
14053.340_14053.190,train
14053.340_14053.584,train
14053.340_14053.177,train
14053.340_14053.365,train
14053.340_14053.136,train
14053.340_14053.547,train
14053.340_14053.489,train
14053.340_14053.476,train
14053.340_14053.497,train
3346.3792_3346.4350,train
3346.3792_3346.3400,train
3346.3792_3346.4325,train
3346.3792_3346.5935,train
3346.3792_3346.267,train
3346.3792_3346.7446,train
3346.3792_3346.4189,train
3346.3792_3346.338,train
3346.3792_3346.1802,train
3346.3792_3346.2607,train
3346.3792_3346.1416,train
3346.3792_3346.4837,train
3346.3792_3346.11325,train
3346.3792_3346.263,train
3346.3792_3346.3237,train
3346.3792_3346.2874,train
3346.3792_3346.1073,train
3346.3792_3346.1959,train
3346.3792_3346.7183,train
3346.3792_3346.3134,train
3346.3792_3346.5062,train
3346.3792_3346.3131,train
3346.3792_3346.5453,train
3346.3792_3346.102,train
3346.3792_3346.2806,train
3346.3792_3346.3881,train
3346.3792_3346.7077,train
3346.3792_3346.3523,train
3346.3792_3346.1482,train
3346.3792_3346.261,train
3346.3792_3346.5697,train
3346.3792_3346.2562,train
3346.3792_3346.304,train
3346.3792_3346.2946,train
3346.3792_3346.6393,train
3346.3792_3346.7451,train
3346.3792_3346.1025,train
3346.3792_3346.2609,train
3346.3792_3346.7425,train
3346.3792_3346.3418,train
3346.3792_3346.7431,train
3346.3792_3346.2623,train
3346.3792_3346.6256,train
3346.3792_3346.5025,train
3346.3792_3346.590,train
3346.3792_3346.7553,train
3346.3792_3346.2640,train
3346.3792_3346.7179,train
3346.3792_3346.9796,train
3346.3792_3346.4142,train
3346.3792_3346.6029,train
3346.3792_3346.6253,train
3346.3792_3346.2538,train
3346.3792_3346.269,train
3346.3792_3346.7071,train
3346.3792_3346.2859,train
3346.3792_3346.7495,train
3346.3792_3346.587,train
3346.3792_3346.4349,train
3346.3792_3346.1081,train
3346.3792_3346.2196,train
3346.3792_3346.3457,train
3346.3792_3346.5541,train
3346.3792_3346.1961,train
3346.3792_3346.348,train
3346.3792_3346.4786,train
984.1274_984.405,train
984.1274_984.1270,train
984.1274_984.396,train
984.1274_984.479,train
984.1274_984.395,train
984.1274_984.873,train
984.1274_984.1338,train
984.1274_984.1271,train
984.1274_984.454,train
984.1274_984.667,train
984.1274_984.451,train
984.1274_984.385,train
984.1274_984.1297,train
984.1274_984.452,train
984.1274_984.253,train
984.1274_984.446,train
984.1274_984.373,train
984.1274_984.409,train
984.1274_984.249,train
984.1274_984.401,train
984.1274_984.381,train
984.1274_984.415,train
984.1274_984.902,train
984.1274_984.410,train
3346.6139_3346.6169,train
3346.6139_3346.6162,train
3346.6139_3346.6145,train
3346.6139_3346.2616,train
3346.6139_3346.2613,train
3346.6176_3346.6169,train
3346.6176_3346.6158,train
3346.6176_3346.6140,train
3346.6176_3346.6144,train
3346.6176_3346.6156,train
3346.6176_3346.6167,train
984.433_984.393,train
984.433_984.456,train
984.433_984.1336,train
984.433_984.400,train
984.433_984.449,train
984.433_984.748,train
984.433_984.387,train
984.433_984.448,train
984.433_984.457,train
984.433_984.874,train
984.433_984.899,train
984.433_984.468,train
984.433_984.901,train
984.433_984.460,train
984.433_984.902,train
984.433_984.414,train
7055.627_7055.1404,train
7055.627_7055.926,train
7055.627_7055.1967,train
7055.627_7055.291,train
7055.627_7055.352,train
7055.627_7055.1609,train
7055.627_7055.351,train
7055.627_7055.453,train
7055.627_7055.363,train
7055.627_7055.235,train
7055.627_7055.1443,train
7055.627_7055.991,train
7055.627_7055.1820,train
7055.627_7055.1025,train
7055.627_7055.1010,train
7055.627_7055.1987,train
7055.627_7055.1702,train
7055.627_7055.1908,train
7055.627_7055.1882,train
7055.627_7055.1444,train
7055.627_7055.224,train
7055.627_7055.575,train
7055.627_7055.604,train
7055.627_7055.135,train
7055.627_7055.677,train
7055.627_7055.1672,train
7055.627_7055.1828,train
7055.627_7055.1649,train
7055.627_7055.658,train
7055.627_7055.1585,train
7055.627_7055.1825,train
7055.627_7055.914,train
7055.627_7055.1922,train
7055.627_7055.1428,train
7055.627_7055.390,train
7055.627_7055.656,train
7055.627_7055.233,train
7055.627_7055.1558,train
7055.627_7055.317,train
7055.627_7055.307,train
7055.627_7055.285,train
7055.627_7055.1679,train
7055.627_7055.340,train
7055.627_7055.1783,train
7055.627_7055.284,train
7055.627_7055.1439,train
7055.627_7055.1431,train
7055.627_7055.680,train
7055.627_7055.606,train
7055.627_7055.1434,train
7055.627_7055.1850,train
7055.627_7055.371,train
7055.627_7055.466,train
7055.627_7055.1735,train
7055.627_7055.454,train
7055.627_7055.502,train
984.1473_984.1263,train
984.1473_984.838,train
